Date, Price [EUR/MWh], Grid load forecast [MW], Wind power forecast (DK) [MWh],Wind power forecast (SE) [MWh],Total Wind [MWh],Hydro reservoir [GWh]
2015-01-01 00:00,27.48,42185,2362,3277,5813,469.297619
2015-01-01 01:00,26.68,41207,2411,3328,5907,469.297619
2015-01-01 02:00,26.23,40354,2482,3421,6071,469.297619
2015-01-01 03:00,25.95,39965,2568,3479,6215,469.297619
2015-01-01 04:00,25.91,39928,2657,3489,6321,469.297619
2015-01-01 05:00,26.24,40379,2762,3438,6387,469.297619
2015-01-01 06:00,26.81,40940,2932,3417,6545,469.297619
2015-01-01 07:00,26.82,41796,3138,3424,6770,469.297619
2015-01-01 08:00,26.96,42698,3293,3449,6963,469.297619
2015-01-01 09:00,26.74,43493,3339,3437,7013,469.297619
2015-01-01 10:00,26.75,44634,3305,3473,7033,469.297619
2015-01-01 11:00,26.77,45284,3322,3471,7068,469.297619
2015-01-01 12:00,26.79,45478,3343,3404,7039,469.297619
2015-01-01 13:00,26.59,45607,3322,3441,7074,469.297619
2015-01-01 14:00,27.01,46186,3297,3469,7088,469.297619
2015-01-01 15:00,27.62,47386,3288,3564,7181,469.297619
2015-01-01 16:00,28.29,48682,3366,3597,7288,469.297619
2015-01-01 17:00,28.34,49260,3548,3625,7509,469.297619
2015-01-01 18:00,28.22,48788,3751,3619,7711,469.297619
2015-01-01 19:00,27.91,47788,3943,3643,7927,469.297619
2015-01-01 20:00,27.54,46534,4086,3761,8190,469.297619
2015-01-01 21:00,27.13,45764,4164,3802,8309,469.297619
2015-01-01 22:00,26.92,44310,4225,3899,8466,469.297619
2015-01-01 23:00,25.96,42544,4274,3966,8587,469.297619
2015-01-02 00:00,24.79,41418,3648,4013,8052,469.297619
2015-01-02 01:00,22.23,40382,3138,4012,7516,469.297619
2015-01-02 02:00,20.93,39990,3155,3948,7463,469.297619
2015-01-02 03:00,18.57,40070,3141,3910,7419,469.297619
2015-01-02 04:00,18.59,40793,3148,3886,7441,469.297619
2015-01-02 05:00,24.55,42806,3156,3863,7446,469.297619
2015-01-02 06:00,27.1,45626,3718,3796,7963,469.297619
2015-01-02 07:00,28.34,48926,3903,3772,8147,469.297619
2015-01-02 08:00,28.4,50475,3868,3806,8173,469.297619
2015-01-02 09:00,28.38,50627,3868,3853,8239,469.297619
2015-01-02 10:00,28.34,50896,3864,3853,8247,469.297619
2015-01-02 11:00,28.4,51014,3830,3983,8343,469.297619
2015-01-02 12:00,28.32,50928,3758,4046,8328,469.297619
2015-01-02 13:00,28.22,50858,3747,4165,8407,469.297619
2015-01-02 14:00,28.16,51175,3814,4349,8650,469.297619
2015-01-02 15:00,28.34,52049,3802,4422,8704,469.297619
2015-01-02 16:00,28.67,53061,3788,4474,8739,469.297619
2015-01-02 17:00,28.75,53466,3807,4474,8755,469.297619
2015-01-02 18:00,28.55,52870,3838,4490,8799,469.297619
2015-01-02 19:00,28.44,51831,3880,4502,8853,469.297619
2015-01-02 20:00,27.94,50150,3917,4496,8883,469.297619
2015-01-02 21:00,27.51,48906,3927,4523,8919,469.297619
2015-01-02 22:00,27.2,47360,3920,4536,8923,469.297619
2015-01-02 23:00,26.09,45123,3543,4560,8571,469.297619
2015-01-03 00:00,24.61,43289,3435,4893,8848,469.297619
2015-01-03 01:00,24.11,42189,3466,4907,8890,469.297619
2015-01-03 02:00,23.31,41614,3513,4899,8906,469.297619
2015-01-03 03:00,23.33,41375,3523,4889,8898,469.297619
2015-01-03 04:00,23.44,41649,3490,4884,8852,469.297619
2015-01-03 05:00,24.28,42505,3572,4850,8890,469.297619
2015-01-03 06:00,24.4,43665,3553,4802,8819,469.297619
2015-01-03 07:00,26.36,45539,3844,4757,9079,469.297619
2015-01-03 08:00,26.65,48157,3863,4682,9023,469.297619
2015-01-03 09:00,27.5,49165,3855,4606,8941,469.297619
2015-01-03 10:00,27.72,50134,3839,4516,8835,469.297619
2015-01-03 11:00,27.77,50216,3793,4416,8692,469.297619
2015-01-03 12:00,27.72,49948,3704,4341,8530,469.297619
2015-01-03 13:00,27.71,49716,3553,4236,8274,469.297619
2015-01-03 14:00,27.87,50215,3377,4179,8018,469.297619
2015-01-03 15:00,28.4,51512,3169,4044,7680,469.297619
2015-01-03 16:00,28.97,53243,2951,3934,7341,469.297619
2015-01-03 17:00,29.4,54105,2783,3842,7075,469.297619
2015-01-03 18:00,29.46,53523,2700,3799,6936,469.297619
2015-01-03 19:00,28.98,51900,2653,3706,6787,469.297619
2015-01-03 20:00,28.4,50265,2647,3645,6711,469.297619
2015-01-03 21:00,27.96,49376,2716,3592,6718,469.297619
2015-01-03 22:00,27.76,47984,2771,3580,6753,469.297619
2015-01-03 23:00,27.22,46347,2779,3629,6806,469.297619
2015-01-04 00:00,27.42,44677,2944,3877,7193,469.297619
2015-01-04 01:00,27.08,43748,2961,3892,7230,469.297619
2015-01-04 02:00,26.81,43310,3007,3938,7320,469.297619
2015-01-04 03:00,26.57,43263,3028,3949,7352,469.297619
2015-01-04 04:00,26.64,43550,3014,3963,7361,469.297619
2015-01-04 05:00,27.02,44107,3012,3958,7367,469.297619
2015-01-04 06:00,27.09,44974,3014,3979,7406,469.297619
2015-01-04 07:00,27.16,46344,3013,4007,7450,469.297619
2015-01-04 08:00,27.64,47743,2986,3978,7405,469.297619
2015-01-04 09:00,28.03,49208,2918,3960,7324,469.297619
2015-01-04 10:00,28.22,50545,2882,3950,7285,469.297619
2015-01-04 11:00,28.28,51222,2884,3912,7258,469.297619
2015-01-04 12:00,28.23,51226,2880,3897,7243,469.297619
2015-01-04 13:00,28.25,51153,2874,3817,7159,469.297619
2015-01-04 14:00,28.33,51568,2814,3687,6972,469.297619
2015-01-04 15:00,28.66,52617,2683,3566,6722,469.297619
2015-01-04 16:00,29.28,54085,2511,3430,6413,469.297619
2015-01-04 17:00,29.68,54979,2324,3348,6136,469.297619
2015-01-04 18:00,29.86,54593,2158,3217,5833,469.297619
2015-01-04 19:00,29.71,53680,1988,3082,5518,469.297619
2015-01-04 20:00,29.22,52444,1787,2923,5149,469.297619
2015-01-04 21:00,28.88,51570,1606,2787,4822,469.297619
2015-01-04 22:00,28.82,49942,1454,2681,4552,469.297619
2015-01-04 23:00,28.05,48108,1317,2600,4316,469.297619
2015-01-05 00:00,28.54,46931,1589,2373,4334,454.5595238
2015-01-05 01:00,28.43,46012,1564,2218,4127,454.5595238
2015-01-05 02:00,28.41,45520,1602,2089,4022,454.5595238
2015-01-05 03:00,28.37,45549,1659,1937,3926,454.5595238
2015-01-05 04:00,28.5,46222,1613,1843,3782,454.5595238
2015-01-05 05:00,29.32,48190,1437,1702,3465,454.5595238
2015-01-05 06:00,30.48,51902,1202,1584,3105,454.5595238
2015-01-05 07:00,32.96,55855,970,1449,2728,454.5595238
2015-01-05 08:00,38.45,57447,720,1341,2361,454.5595238
2015-01-05 09:00,40.19,57652,489,1286,2070,454.5595238
2015-01-05 10:00,39.61,57981,327,1218,1837,454.5595238
2015-01-05 11:00,39.64,57740,252,1123,1661,454.5595238
2015-01-05 12:00,39.21,57225,214,949,1444,454.5595238
2015-01-05 13:00,39.72,56864,181,873,1326,454.5595238
2015-01-05 14:00,40.72,57135,155,800,1218,454.5595238
2015-01-05 15:00,42.11,58001,136,741,1127,454.5595238
2015-01-05 16:00,46.05,59240,122,693,1053,454.5595238
2015-01-05 17:00,48.72,59506,132,648,992,454.5595238
2015-01-05 18:00,48.75,58469,165,624,980,454.5595238
2015-01-05 19:00,46.02,57069,196,636,1001,454.5595238
2015-01-05 20:00,37.17,55438,238,604,981,454.5595238
2015-01-05 21:00,34.35,54171,301,583,1002,454.5595238
2015-01-05 22:00,31.83,52145,359,631,1088,454.5595238
2015-01-05 23:00,29.73,49615,422,645,1148,454.5595238
2015-01-06 00:00,29.59,48052,465,903,1430,454.5595238
2015-01-06 01:00,29.28,46889,493,1033,1571,454.5595238
2015-01-06 02:00,28.84,46386,517,1208,1761,454.5595238
2015-01-06 03:00,28.55,46300,563,1346,1938,454.5595238
2015-01-06 04:00,28.61,46700,654,1455,2135,454.5595238
2015-01-06 05:00,29.11,47771,769,1535,2330,454.5595238
2015-01-06 06:00,29.47,50430,894,1689,2609,454.5595238
2015-01-06 07:00,30.18,53414,1011,1809,2845,454.5595238
2015-01-06 08:00,30.7,54997,1149,1996,3167,454.5595238
2015-01-06 09:00,30.52,55790,1340,2160,3521,454.5595238
2015-01-06 10:00,30.74,56514,1548,2244,3811,454.5595238
2015-01-06 11:00,30.55,56764,1723,2399,4138,454.5595238
2015-01-06 12:00,30.07,56479,1850,2519,4384,454.5595238
2015-01-06 13:00,29.97,56493,1945,2503,4465,454.5595238
2015-01-06 14:00,30.03,56695,2031,2645,4693,454.5595238
2015-01-06 15:00,30.57,57448,2110,2797,4930,454.5595238
2015-01-06 16:00,30.95,58583,2188,2968,5185,454.5595238
2015-01-06 17:00,30.94,58804,2268,3201,5512,454.5595238
2015-01-06 18:00,30.57,57910,2353,3323,5737,454.5595238
2015-01-06 19:00,29.95,56514,2432,3362,5876,454.5595238
2015-01-06 20:00,29.57,54891,2455,3475,6038,454.5595238
2015-01-06 21:00,29.15,53582,2420,3520,6068,454.5595238
2015-01-06 22:00,28,51616,2246,3495,5890,454.5595238
2015-01-06 23:00,27.34,49292,1960,3506,5632,454.5595238
2015-01-07 00:00,26.38,47423,2298,3859,6355,454.5595238
2015-01-07 01:00,26.15,46415,2160,3796,6171,454.5595238
2015-01-07 02:00,26.09,46032,1972,3733,5938,454.5595238
2015-01-07 03:00,26.21,46166,1868,3603,5719,454.5595238
2015-01-07 04:00,26.7,47081,1779,3422,5466,454.5595238
2015-01-07 05:00,27.99,49450,1620,3223,5130,454.5595238
2015-01-07 06:00,30.07,53472,1461,2941,4707,454.5595238
2015-01-07 07:00,33.25,57359,1399,2715,4443,454.5595238
2015-01-07 08:00,34.07,59158,1422,2434,4200,454.5595238
2015-01-07 09:00,33.22,58170,1490,2192,4074,454.5595238
2015-01-07 10:00,33.6,58100,1541,2008,3954,454.5595238
2015-01-07 11:00,33.35,57672,1539,1951,3908,454.5595238
2015-01-07 12:00,32.73,57111,1529,1865,3823,454.5595238
2015-01-07 13:00,32.53,56924,1472,1778,3687,454.5595238
2015-01-07 14:00,32.68,57199,1393,1666,3496,454.5595238
2015-01-07 15:00,33.11,57819,1388,1585,3410,454.5595238
2015-01-07 16:00,34.3,58561,1554,1514,3495,454.5595238
2015-01-07 17:00,34.03,58608,1882,1553,3852,454.5595238
2015-01-07 18:00,32.54,57528,2227,1502,4138,454.5595238
2015-01-07 19:00,31.03,56045,2566,1477,4451,454.5595238
2015-01-07 20:00,29.64,54042,2908,1601,4922,454.5595238
2015-01-07 21:00,28.89,52426,3206,1793,5377,454.5595238
2015-01-07 22:00,27.69,50144,3456,2013,5842,454.5595238
2015-01-07 23:00,26.87,47461,3650,2258,6273,454.5595238
2015-01-08 00:00,26.24,46250,3879,2556,6828,454.5595238
2015-01-08 01:00,25.4,45224,3983,2803,7174,454.5595238
2015-01-08 02:00,24.74,44699,4037,3032,7460,454.5595238
2015-01-08 03:00,24.57,44716,4057,3349,7798,454.5595238
2015-01-08 04:00,24.65,45379,4031,3569,7989,454.5595238
2015-01-08 05:00,26.14,47764,3948,3722,8060,454.5595238
2015-01-08 06:00,27.58,51627,3801,3837,8027,454.5595238
2015-01-08 07:00,29.04,55018,3533,3838,7756,454.5595238
2015-01-08 08:00,29.5,55740,3159,3759,7307,454.5595238
2015-01-08 09:00,29.38,55878,2845,3633,6874,454.5595238
2015-01-08 10:00,29.41,55774,2624,3440,6463,454.5595238
2015-01-08 11:00,29.56,55457,2413,3261,6080,454.5595238
2015-01-08 12:00,29.57,54831,2200,3080,5705,454.5595238
2015-01-08 13:00,29.65,54652,2084,2905,5432,454.5595238
2015-01-08 14:00,29.73,54752,2115,2779,5344,454.5595238
2015-01-08 15:00,30.09,55443,2221,2619,5297,454.5595238
2015-01-08 16:00,30.6,56272,2346,2477,5277,454.5595238
2015-01-08 17:00,30.68,56463,2513,2423,5377,454.5595238
2015-01-08 18:00,30.05,55556,2759,2554,5719,454.5595238
2015-01-08 19:00,29.6,54297,3020,2553,5970,454.5595238
2015-01-08 20:00,28.59,52430,3210,2637,6215,454.5595238
2015-01-08 21:00,27.9,50916,3350,2810,6493,454.5595238
2015-01-08 22:00,27.08,48557,3470,2974,6745,454.5595238
2015-01-08 23:00,26.11,46003,3508,3119,6896,454.5595238
2015-01-09 00:00,25.75,45159,3261,2473,5940,454.5595238
2015-01-09 01:00,25.28,44269,3206,3268,6655,454.5595238
2015-01-09 02:00,25.11,43838,3110,3330,6627,454.5595238
2015-01-09 03:00,25.1,43949,3014,3322,6532,454.5595238
2015-01-09 04:00,25.45,44787,3018,3250,6473,454.5595238
2015-01-09 05:00,26.39,47322,3156,3125,6536,454.5595238
2015-01-09 06:00,27.31,51397,3347,2959,6587,454.5595238
2015-01-09 07:00,28.95,55390,3532,2790,6610,454.5595238
2015-01-09 08:00,29.45,56767,3636,2600,6530,454.5595238
2015-01-09 09:00,29.08,57758,3622,2407,6323,454.5595238
2015-01-09 10:00,29.21,57568,3511,2257,6060,454.5595238
2015-01-09 11:00,29.21,56876,3555,2119,5953,454.5595238
2015-01-09 12:00,29.19,55899,3607,1909,5777,454.5595238
2015-01-09 13:00,28.85,55450,3500,1956,5700,454.5595238
2015-01-09 14:00,28.61,55417,3286,1915,5411,454.5595238
2015-01-09 15:00,28.69,55801,2985,1904,5066,454.5595238
2015-01-09 16:00,29.09,56775,2803,1872,4819,454.5595238
2015-01-09 17:00,29.5,57187,3122,1845,5086,454.5595238
2015-01-09 18:00,29.25,56334,3645,1851,5598,454.5595238
2015-01-09 19:00,28.7,54733,3924,1850,5867,454.5595238
2015-01-09 20:00,27.92,52746,3834,1827,5751,454.5595238
2015-01-09 21:00,27.38,51355,3320,1789,5195,454.5595238
2015-01-09 22:00,27.06,49491,2716,1736,4533,454.5595238
2015-01-09 23:00,26.35,47349,2312,1645,4044,454.5595238
2015-01-10 00:00,26.32,45645,2450,1379,3885,454.5595238
2015-01-10 01:00,26.12,44526,1872,1267,3197,454.5595238
2015-01-10 02:00,25.83,43987,1484,1140,2684,454.5595238
2015-01-10 03:00,25.79,43997,1362,999,2424,454.5595238
2015-01-10 04:00,25.88,44431,1502,889,2459,454.5595238
2015-01-10 05:00,25.71,45348,1968,794,2826,454.5595238
2015-01-10 06:00,25.94,46568,2675,810,3543,454.5595238
2015-01-10 07:00,26.46,48477,3266,951,4271,454.5595238
2015-01-10 08:00,26.85,50242,3663,1184,4900,454.5595238
2015-01-10 09:00,27.05,51818,3904,1591,5552,454.5595238
2015-01-10 10:00,27.25,52928,3903,2104,6066,454.5595238
2015-01-10 11:00,27.01,53125,3685,2520,6277,454.5595238
2015-01-10 12:00,26.81,52838,3291,2867,6254,454.5595238
2015-01-10 13:00,26.62,52488,3258,3137,6525,454.5595238
2015-01-10 14:00,26.58,52732,3442,3428,7047,454.5595238
2015-01-10 15:00,26.71,53782,3481,3577,7295,454.5595238
2015-01-10 16:00,26.95,55339,3523,3782,7608,454.5595238
2015-01-10 17:00,27.29,56100,3548,3784,7690,454.5595238
2015-01-10 18:00,26.97,55430,3543,3630,7578,454.5595238
2015-01-10 19:00,26.63,53634,3560,3643,7628,454.5595238
2015-01-10 20:00,26.68,51872,3574,3640,7658,454.5595238
2015-01-10 21:00,26.46,50884,3616,3628,7704,454.5595238
2015-01-10 22:00,26.06,49456,3799,3680,7940,454.5595238
2015-01-10 23:00,25.63,47733,3988,3671,8113,454.5595238
2015-01-11 00:00,24.84,46164,2898,3754,7048,454.5595238
2015-01-11 01:00,24.09,45242,3011,3827,7227,454.5595238
2015-01-11 02:00,23.82,44826,3333,3786,7492,454.5595238
2015-01-11 03:00,23.22,44715,3625,3820,7802,454.5595238
2015-01-11 04:00,23.35,44924,3772,3841,7952,454.5595238
2015-01-11 05:00,23.65,45521,3814,3861,8002,454.5595238
2015-01-11 06:00,23.83,46450,3829,3867,8013,454.5595238
2015-01-11 07:00,24.41,47875,4238,3814,8363,454.5595238
2015-01-11 08:00,25.05,49758,4233,3780,8327,454.5595238
2015-01-11 09:00,25.83,51243,4222,3682,8226,454.5595238
2015-01-11 10:00,26.22,52553,4223,3515,8068,454.5595238
2015-01-11 11:00,26.54,53361,4186,3424,7950,454.5595238
2015-01-11 12:00,26.51,53570,4140,3134,7625,454.5595238
2015-01-11 13:00,26.38,53762,4094,2926,7382,454.5595238
2015-01-11 14:00,26.37,54242,4106,2816,7292,454.5595238
2015-01-11 15:00,26.71,55284,4098,2707,7185,454.5595238
2015-01-11 16:00,27.57,56731,4143,2586,7126,454.5595238
2015-01-11 17:00,27.94,57694,4196,2487,7089,454.5595238
2015-01-11 18:00,27.97,57282,4172,2444,7021,454.5595238
2015-01-11 19:00,27.76,56241,4089,2322,6800,454.5595238
2015-01-11 20:00,27.46,54983,3917,2198,6482,454.5595238
2015-01-11 21:00,27.1,54121,3669,2029,6057,454.5595238
2015-01-11 22:00,26.73,52667,3439,1928,5722,454.5595238
2015-01-11 23:00,26.24,50856,3324,1759,5425,454.5595238
2015-01-12 00:00,26.99,49829,2746,1488,4607,438.625
2015-01-12 01:00,26.83,49091,2893,1316,4571,438.625
2015-01-12 02:00,26.45,48889,3246,1177,4774,438.625
2015-01-12 03:00,26.36,49205,3582,1155,5084,438.625
2015-01-12 04:00,26.56,50276,3810,1198,5357,438.625
2015-01-12 05:00,27.44,52891,3939,1353,5616,438.625
2015-01-12 06:00,29.55,57184,4012,1477,5779,438.625
2015-01-12 07:00,34.29,61548,4068,1696,6001,438.625
2015-01-12 08:00,34.71,63400,4115,1969,6253,438.625
2015-01-12 09:00,34.03,63081,4149,2161,6434,438.625
2015-01-12 10:00,31.76,62892,4177,2378,6647,438.625
2015-01-12 11:00,30.35,62457,4200,2603,6888,438.625
2015-01-12 12:00,29.69,61706,4235,2806,7119,438.625
2015-01-12 13:00,29.65,61476,4271,3029,7370,438.625
2015-01-12 14:00,29.46,61487,4292,3192,7580,438.625
2015-01-12 15:00,29.83,61819,4296,3378,7800,438.625
2015-01-12 16:00,30.14,62465,4291,3559,8015,438.625
2015-01-12 17:00,30.81,62595,4275,3697,8175,438.625
2015-01-12 18:00,30.21,61726,4248,3717,8215,438.625
2015-01-12 19:00,28.95,60403,4212,3768,8277,438.625
2015-01-12 20:00,27.92,58476,4155,3760,8263,438.625
2015-01-12 21:00,27.57,56884,4068,3733,8189,438.625
2015-01-12 22:00,27.12,54629,3931,3685,8033,438.625
2015-01-12 23:00,26.42,51983,3706,3553,7697,438.625
2015-01-13 00:00,26.26,48956,3136,3607,7231,438.625
2015-01-13 01:00,26.07,47987,2550,3442,6485,438.625
2015-01-13 02:00,26.02,47613,2003,3267,5757,438.625
2015-01-13 03:00,25.95,47722,1645,3081,5211,438.625
2015-01-13 04:00,26.23,48610,1529,2873,4884,438.625
2015-01-13 05:00,27.1,51352,1548,2669,4699,438.625
2015-01-13 06:00,29.58,55350,1615,2516,4608,438.625
2015-01-13 07:00,32.81,59530,1722,2446,4621,438.625
2015-01-13 08:00,33.97,60438,1891,2375,4694,438.625
2015-01-13 09:00,32.07,60157,2042,2380,4820,438.625
2015-01-13 10:00,31.17,60051,2169,2383,4915,438.625
2015-01-13 11:00,30.01,59730,2314,2338,4977,438.625
2015-01-13 12:00,29.74,59317,2404,2329,5019,438.625
2015-01-13 13:00,29.64,59247,2383,2319,4950,438.625
2015-01-13 14:00,30.24,59410,2192,2287,4728,438.625
2015-01-13 15:00,31.75,59909,1950,2280,4483,438.625
2015-01-13 16:00,32.59,60559,1729,2354,4349,438.625
2015-01-13 17:00,34.05,60766,1654,2330,4258,438.625
2015-01-13 18:00,33.34,59816,1726,2319,4337,438.625
2015-01-13 19:00,31.37,58487,1884,2318,4509,438.625
2015-01-13 20:00,29.23,56444,2117,2314,4741,438.625
2015-01-13 21:00,28.55,54763,2396,2275,4983,438.625
2015-01-13 22:00,27.91,52488,2628,2148,5079,438.625
2015-01-13 23:00,26.5,49907,2738,2105,5146,438.625
2015-01-14 00:00,26.1,47416,2176,2069,4562,438.625
2015-01-14 01:00,25.82,46480,2350,2034,4718,438.625
2015-01-14 02:00,25.72,46156,2543,2018,4882,438.625
2015-01-14 03:00,25.73,46378,2748,1984,5063,438.625
2015-01-14 04:00,25.91,47214,2785,2056,5167,438.625
2015-01-14 05:00,26.6,49505,2706,2091,5110,438.625
2015-01-14 06:00,28.46,53520,2702,2097,5088,438.625
2015-01-14 07:00,30.83,57590,2731,2185,5187,438.625
2015-01-14 08:00,33.41,58557,2718,2141,5124,438.625
2015-01-14 09:00,32.16,57877,2763,2072,5097,438.625
2015-01-14 10:00,31.25,58070,2879,2098,5241,438.625
2015-01-14 11:00,30.89,58028,2971,2099,5339,438.625
2015-01-14 12:00,29.99,57602,3014,2179,5466,438.625
2015-01-14 13:00,29.91,57460,2973,2190,5445,438.625
2015-01-14 14:00,30.82,57471,2807,2182,5287,438.625
2015-01-14 15:00,32.78,58051,2629,2167,5100,438.625
2015-01-14 16:00,34.23,59136,2502,2123,4934,438.625
2015-01-14 17:00,35.47,59553,2393,2109,4812,438.625
2015-01-14 18:00,34.28,58624,2316,2122,4746,438.625
2015-01-14 19:00,31.05,57271,2317,2178,4804,438.625
2015-01-14 20:00,29.14,55366,2370,2227,4904,438.625
2015-01-14 21:00,28.49,53850,2469,2228,4996,438.625
2015-01-14 22:00,27.13,51795,2574,2131,4988,438.625
2015-01-14 23:00,26.31,49504,2671,2179,5116,438.625
2015-01-15 00:00,26.44,47756,2407,2213,4829,438.625
2015-01-15 01:00,26.03,46872,2511,2216,4935,438.625
2015-01-15 02:00,25.78,46525,2645,2246,5094,438.625
2015-01-15 03:00,25.8,46638,2887,2256,5335,438.625
2015-01-15 04:00,26.11,47409,3221,2262,5666,438.625
2015-01-15 05:00,26.82,49773,3570,2204,5950,438.625
2015-01-15 06:00,28.62,53597,3854,2204,6229,438.625
2015-01-15 07:00,30.04,57400,4041,2241,6449,438.625
2015-01-15 08:00,30.59,58775,4148,2361,6666,438.625
2015-01-15 09:00,29.62,58381,4194,2655,6995,438.625
2015-01-15 10:00,29.31,58307,4248,2870,7256,438.625
2015-01-15 11:00,28.93,57944,4236,3028,7407,438.625
2015-01-15 12:00,28.68,57521,4192,3225,7566,438.625
2015-01-15 13:00,28.59,57385,4101,3397,7651,438.625
2015-01-15 14:00,28.65,57513,3944,3563,7670,438.625
2015-01-15 15:00,28.83,58095,3739,3698,7618,438.625
2015-01-15 16:00,29.55,58971,3587,3856,7653,438.625
2015-01-15 17:00,30.21,59298,3564,3954,7767,438.625
2015-01-15 18:00,29.64,58356,3603,3958,7852,438.625
2015-01-15 19:00,28.55,57035,3694,3956,7984,438.625
2015-01-15 20:00,27.75,55121,3791,3887,8035,438.625
2015-01-15 21:00,27.3,53494,3895,3849,8134,438.625
2015-01-15 22:00,26.58,51154,3973,3794,8176,438.625
2015-01-15 23:00,25.85,48423,3993,3740,8159,438.625
2015-01-16 00:00,25.66,45462,3977,3632,8060,438.625
2015-01-16 01:00,25.22,44524,3927,3631,8013,438.625
2015-01-16 02:00,24.95,44183,3898,3602,7957,438.625
2015-01-16 03:00,24.65,44353,3894,3606,7959,438.625
2015-01-16 04:00,25.22,45227,3907,3594,7961,438.625
2015-01-16 05:00,26.38,47713,3958,3563,7979,438.625
2015-01-16 06:00,27.7,51875,4017,3580,8049,438.625
2015-01-16 07:00,29.07,55974,4129,3603,8181,438.625
2015-01-16 08:00,29.35,57421,4280,3637,8355,438.625
2015-01-16 09:00,29.09,57171,4306,3634,8370,438.625
2015-01-16 10:00,28.94,56999,4253,3676,8346,438.625
2015-01-16 11:00,28.78,56521,4164,3671,8246,438.625
2015-01-16 12:00,28.45,55867,4013,3676,8092,438.625
2015-01-16 13:00,28.37,55427,3790,3688,7879,438.625
2015-01-16 14:00,28.47,55063,3462,3611,7470,438.625
2015-01-16 15:00,28.8,55276,3046,3624,7062,438.625
2015-01-16 16:00,29.46,56172,2617,3553,6558,438.625
2015-01-16 17:00,30.35,56587,2273,3479,6137,438.625
2015-01-16 18:00,31.2,55619,1982,3410,5771,438.625
2015-01-16 19:00,29.16,54014,1760,3285,5416,438.625
2015-01-16 20:00,28.4,51980,1614,3213,5182,438.625
2015-01-16 21:00,28.22,50470,1515,3123,4980,438.625
2015-01-16 22:00,28.03,48730,1447,3049,4821,438.625
2015-01-16 23:00,27.34,46633,1410,2965,4691,438.625
2015-01-17 00:00,27.32,44474,1453,2717,4471,438.625
2015-01-17 01:00,26.93,43400,1483,2668,4437,438.625
2015-01-17 02:00,26.8,42832,1508,2645,4421,438.625
2015-01-17 03:00,26.82,42777,1532,2609,4389,438.625
2015-01-17 04:00,26.77,43144,1591,2534,4355,438.625
2015-01-17 05:00,26.88,43953,1720,2443,4382,438.625
2015-01-17 06:00,27.1,45182,1870,2372,4451,438.625
2015-01-17 07:00,27.96,47036,1965,2302,4467,438.625
2015-01-17 08:00,28.47,48981,2016,2285,4495,438.625
2015-01-17 09:00,29.09,50533,2056,2295,4536,438.625
2015-01-17 10:00,29.29,51531,2148,2341,4662,438.625
2015-01-17 11:00,29.1,51531,2298,2363,4817,438.625
2015-01-17 12:00,28.61,51408,2457,2466,5064,438.625
2015-01-17 13:00,28.24,51063,2531,2443,5106,438.625
2015-01-17 14:00,28.16,51123,2441,2468,5041,438.625
2015-01-17 15:00,28.58,52278,2273,2491,4899,438.625
2015-01-17 16:00,29.33,54025,2169,2504,4814,438.625
2015-01-17 17:00,30.39,55032,2124,2520,4794,438.625
2015-01-17 18:00,29.77,54315,2112,2518,4789,438.625
2015-01-17 19:00,28.94,52464,2094,2478,4743,438.625
2015-01-17 20:00,27.94,50648,2086,2422,4690,438.625
2015-01-17 21:00,27.67,49608,2095,2392,4681,438.625
2015-01-17 22:00,27.38,48197,2091,2391,4685,438.625
2015-01-17 23:00,26.7,46586,2048,2374,4627,438.625
2015-01-18 00:00,26.26,44694,1925,2588,4827,438.625
2015-01-18 01:00,25.97,43666,1777,2548,4635,438.625
2015-01-18 02:00,25.64,43168,1627,2465,4399,438.625
2015-01-18 03:00,25.68,43076,1539,2412,4255,438.625
2015-01-18 04:00,25.39,43243,1456,2259,4012,438.625
2015-01-18 05:00,25.79,43674,1352,2133,3772,438.625
2015-01-18 06:00,26.43,44440,1271,2054,3603,438.625
2015-01-18 07:00,26.78,45715,1191,1941,3403,438.625
2015-01-18 08:00,27.11,46782,1093,1890,3242,438.625
2015-01-18 09:00,27.46,48286,1018,1755,3019,438.625
2015-01-18 10:00,27.9,49513,961,1630,2827,438.625
2015-01-18 11:00,28.24,50135,885,1535,2646,438.625
2015-01-18 12:00,28.16,50141,810,1440,2465,438.625
2015-01-18 13:00,27.89,50073,692,1324,2216,438.625
2015-01-18 14:00,28.25,50332,558,1303,2044,438.625
2015-01-18 15:00,29.24,51279,446,1249,1864,438.625
2015-01-18 16:00,30.45,52783,378,1227,1767,438.625
2015-01-18 17:00,32.32,53862,352,1198,1706,438.625
2015-01-18 18:00,32.34,53466,343,1205,1700,438.625
2015-01-18 19:00,30.93,52437,332,1240,1716,438.625
2015-01-18 20:00,29.8,51054,312,1188,1634,438.625
2015-01-18 21:00,29.66,49999,296,1108,1525,438.625
2015-01-18 22:00,29.34,48260,260,1063,1429,438.625
2015-01-18 23:00,28.47,46390,216,1036,1341,438.625
2015-01-19 00:00,27.89,45223,193,993,1284,414.1428571
2015-01-19 01:00,27.67,44421,159,942,1189,414.1428571
2015-01-19 02:00,27.61,44269,130,931,1140,414.1428571
2015-01-19 03:00,27.7,44604,109,894,1072,414.1428571
2015-01-19 04:00,28.03,45683,101,888,1047,414.1428571
