Date, Price [EUR/MWh], Grid load forecast [MW], Wind power forecast (DK) [MWh],Wind power forecast (SE) [MWh],Total Wind [MWh],Hydro reservoir [GWh]
2018-11-19 10:00,52.06,54561,2785,1916,5083,552.5357143
2018-11-19 11:00,51.59,54250,2957,1909,5248,552.5357143
2018-11-19 12:00,51.12,53915,3082,1826,5284,552.5357143
2018-11-19 13:00,51.57,53877,3096,1809,5262,552.5357143
2018-11-19 14:00,52,54066,2987,1836,5158,552.5357143
2018-11-19 15:00,53.01,54914,2914,1875,5119,552.5357143
2018-11-19 16:00,53.59,56035,2810,1906,5042,552.5357143
2018-11-19 17:00,54.37,56603,2815,2021,5170,552.5357143
2018-11-19 18:00,53.01,55830,2848,2118,5301,552.5357143
2018-11-19 19:00,51.04,54777,2843,2198,5373,552.5357143
2018-11-19 20:00,47.64,53038,2779,2313,5419,552.5357143
2018-11-19 21:00,46.41,51512,2779,2304,5400,552.5357143
2018-11-19 22:00,44.85,49220,2766,2377,5455,552.5357143
2018-11-19 23:00,43.48,46659,2770,2477,5541,552.5357143
2018-11-20 00:00,42.61,44445,2900,2613,5735,552.5357143
2018-11-20 01:00,41.58,43572,2853,2567,5621,552.5357143
2018-11-20 02:00,41.16,43272,2924,2591,5711,552.5357143
2018-11-20 03:00,41.35,43455,2957,2506,5659,552.5357143
2018-11-20 04:00,41.5,44254,2904,2496,5587,552.5357143
2018-11-20 05:00,44.3,46715,2992,2611,5780,552.5357143
2018-11-20 06:00,46.71,51185,3036,2670,5872,552.5357143
2018-11-20 07:00,50.64,55204,3133,2654,5936,552.5357143
2018-11-20 08:00,51.38,55741,3075,2607,5818,552.5357143
2018-11-20 09:00,49.78,55419,3049,2543,5718,552.5357143
2018-11-20 10:00,48.94,55395,3095,2405,5613,552.5357143
2018-11-20 11:00,48.78,55138,3267,2207,5576,552.5357143
2018-11-20 12:00,48.44,54693,3435,2031,5557,552.5357143
2018-11-20 13:00,49.25,54698,3549,1915,5548,552.5357143
2018-11-20 14:00,50.28,54844,3524,2005,5614,552.5357143
2018-11-20 15:00,51.53,55690,3549,2019,5660,552.5357143
2018-11-20 16:00,52.21,56729,3495,2082,5675,552.5357143
2018-11-20 17:00,52.57,57207,3571,2119,5794,552.5357143
2018-11-20 18:00,51.62,56461,3628,2178,5912,552.5357143
2018-11-20 19:00,50.62,55483,3642,2117,5861,552.5357143
2018-11-20 20:00,49.46,53848,3593,2052,5742,552.5357143
2018-11-20 21:00,48.86,52296,3622,1960,5673,552.5357143
2018-11-20 22:00,47.12,49982,3584,1861,5531,552.5357143
2018-11-20 23:00,44.65,47405,3637,1753,5468,552.5357143
2018-11-21 00:00,44.64,45275,3641,1603,5325,552.5357143
2018-11-21 01:00,43.56,44290,3646,1572,5293,552.5357143
2018-11-21 02:00,43.07,43996,3742,1571,5388,552.5357143
2018-11-21 03:00,42.96,44188,3734,1601,5411,552.5357143
2018-11-21 04:00,43.91,45004,3555,1652,5284,552.5357143
2018-11-21 05:00,45.77,47548,3571,1733,5387,552.5357143
2018-11-21 06:00,49.86,51957,3531,1828,5444,552.5357143
2018-11-21 07:00,52.44,55850,3569,1871,5522,552.5357143
2018-11-21 08:00,53.52,56195,3428,1836,5336,552.5357143
2018-11-21 09:00,52.04,55814,3307,1929,5294,552.5357143
2018-11-21 10:00,51.57,55841,3278,1902,5230,552.5357143
2018-11-21 11:00,51.4,55722,3354,1901,5303,552.5357143
2018-11-21 12:00,51.38,55396,3394,1887,5328,552.5357143
2018-11-21 13:00,51.71,55297,3349,1924,5323,552.5357143
2018-11-21 14:00,51.97,55461,3109,1953,5118,552.5357143
2018-11-21 15:00,53.79,56308,2937,1936,4935,552.5357143
2018-11-21 16:00,57.29,57274,2762,1964,4797,552.5357143
2018-11-21 17:00,57.97,57589,2675,2012,4762,552.5357143
2018-11-21 18:00,55.73,56758,2595,2031,4701,552.5357143
2018-11-21 19:00,52.13,55591,2500,2063,4634,552.5357143
2018-11-21 20:00,50.89,53920,2314,2004,4384,552.5357143
2018-11-21 21:00,50.24,52404,2142,1987,4193,552.5357143
2018-11-21 22:00,49,50063,2000,2002,4065,552.5357143
2018-11-21 23:00,47.6,47439,1864,2019,3940,552.5357143
2018-11-22 00:00,47.07,45422,1698,2024,3760,552.5357143
2018-11-22 01:00,46.61,44649,1575,2003,3612,552.5357143
2018-11-22 02:00,46.32,44246,1529,1927,3485,552.5357143
2018-11-22 03:00,46.48,44388,1463,1855,3342,552.5357143
2018-11-22 04:00,47.2,45186,1396,1822,3240,552.5357143
2018-11-22 05:00,49.31,47581,1399,1918,3339,552.5357143
2018-11-22 06:00,51.68,51856,1367,1860,3250,552.5357143
2018-11-22 07:00,63.09,55751,1385,1741,3147,552.5357143
2018-11-22 08:00,66.96,56239,1369,1614,3004,552.5357143
2018-11-22 09:00,61.58,55896,1304,1475,2798,552.5357143
2018-11-22 10:00,59.09,55873,1303,1383,2703,552.5357143
2018-11-22 11:00,60.28,55542,1322,1194,2532,552.5357143
2018-11-22 12:00,59.35,55094,1299,969,2287,552.5357143
2018-11-22 13:00,64.96,55047,1262,873,2159,552.5357143
2018-11-22 14:00,68.59,55322,1148,808,1982,552.5357143
2018-11-22 15:00,73.69,56001,1062,721,1816,552.5357143
2018-11-22 16:00,78.13,57070,1023,669,1733,552.5357143
2018-11-22 17:00,82.38,57533,1048,659,1757,552.5357143
2018-11-22 18:00,78.98,56740,1062,651,1756,552.5357143
2018-11-22 19:00,64.88,55755,1039,678,1753,552.5357143
2018-11-22 20:00,55.28,54288,1000,751,1788,552.5357143
2018-11-22 21:00,52.2,52735,972,795,1806,552.5357143
2018-11-22 22:00,51.08,50515,906,865,1818,552.5357143
2018-11-22 23:00,49.43,47988,833,954,1842,552.5357143
2018-11-23 00:00,49.49,46801,659,1104,1823,552.5357143
2018-11-23 01:00,48.81,45783,664,1229,1963,552.5357143
2018-11-23 02:00,48.14,45425,620,1356,2057,552.5357143
2018-11-23 03:00,48.31,45493,542,1503,2136,552.5357143
2018-11-23 04:00,49.07,46227,498,1591,2191,552.5357143
2018-11-23 05:00,50.23,48734,518,1715,2342,552.5357143
2018-11-23 06:00,52.74,53008,548,1923,2583,552.5357143
2018-11-23 07:00,59.8,57034,641,2017,2767,552.5357143
2018-11-23 08:00,70.9,57728,659,2092,2863,552.5357143
2018-11-23 09:00,57.56,57451,620,2116,2845,552.5357143
2018-11-23 10:00,54.96,57360,576,2133,2808,552.5357143
2018-11-23 11:00,53.98,56928,529,2173,2801,552.5357143
2018-11-23 12:00,53.38,56319,449,2211,2759,552.5357143
2018-11-23 13:00,53.69,55857,384,2243,2716,552.5357143
2018-11-23 14:00,53.18,55482,296,2298,2681,552.5357143
2018-11-23 15:00,53.57,56302,256,2337,2679,552.5357143
2018-11-23 16:00,53.41,57276,255,2389,2737,552.5357143
2018-11-23 17:00,54.01,57447,241,2398,2733,552.5357143
2018-11-23 18:00,53.05,56534,241,2368,2700,552.5357143
2018-11-23 19:00,50.65,55055,232,2429,2746,552.5357143
2018-11-23 20:00,49.44,53140,199,2411,2689,552.5357143
2018-11-23 21:00,49,51721,167,2384,2622,552.5357143
2018-11-23 22:00,48.06,49867,117,2357,2543,552.5357143
2018-11-23 23:00,47.59,47719,82,2405,2554,552.5357143
2018-11-24 00:00,48.39,46800,63,2447,2739,552.5357143
2018-11-24 01:00,47.91,45766,63,2493,2783,552.5357143
2018-11-24 02:00,47.4,45218,72,2598,2893,552.5357143
2018-11-24 03:00,47.4,45066,87,2644,2951,552.5357143
2018-11-24 04:00,47.52,45256,100,2712,3025,552.5357143
2018-11-24 05:00,47.9,45977,128,2747,3077,552.5357143
2018-11-24 06:00,48.3,47130,158,2760,3103,552.5357143
2018-11-24 07:00,48.79,48841,187,2752,3114,552.5357143
2018-11-24 08:00,48.96,50474,201,2726,3090,552.5357143
2018-11-24 09:00,49.39,52091,240,2699,3086,552.5357143
2018-11-24 10:00,49.57,52914,287,2615,3039,552.5357143
2018-11-24 11:00,49.65,52968,349,2510,2993,552.5357143
2018-11-24 12:00,49.59,52574,406,2410,2943,552.5357143
2018-11-24 13:00,49.51,52229,466,2306,2897,552.5357143
2018-11-24 14:00,49.57,52416,537,2289,2954,552.5357143
2018-11-24 15:00,49.9,53517,635,2369,3134,552.5357143
2018-11-24 16:00,50.59,54957,741,2405,3276,552.5357143
2018-11-24 17:00,51.22,55620,861,2489,3483,552.5357143
2018-11-24 18:00,50.95,55036,954,2469,3558,552.5357143
2018-11-24 19:00,50.58,53519,998,2424,3558,552.5357143
2018-11-24 20:00,49.58,51738,1062,2492,3691,552.5357143
2018-11-24 21:00,49.39,50729,1169,2620,3932,552.5357143
2018-11-24 22:00,49.11,49490,1152,2631,3933,552.5357143
2018-11-24 23:00,48.16,47865,1155,2671,3977,552.5357143
2018-11-25 00:00,48.3,46571,1023,2692,3886,552.5357143
2018-11-25 01:00,47.86,45587,1074,2704,3954,552.5357143
2018-11-25 02:00,47.16,45012,1058,2602,3842,552.5357143
2018-11-25 03:00,46.88,44877,1025,2662,3874,552.5357143
2018-11-25 04:00,46.57,44999,1018,2651,3859,552.5357143
2018-11-25 05:00,46.89,45571,1102,2613,3902,552.5357143
2018-11-25 06:00,47.87,46460,1177,2567,3928,552.5357143
2018-11-25 07:00,47.97,47550,1255,2478,3915,552.5357143
2018-11-25 08:00,49.15,48882,1266,2417,3864,552.5357143
2018-11-25 09:00,50.06,50568,1298,2332,3810,552.5357143
2018-11-25 10:00,50.44,51751,1331,2221,3732,552.5357143
2018-11-25 11:00,50.58,52041,1357,2011,3549,552.5357143
2018-11-25 12:00,50.44,51777,1334,1799,3313,552.5357143
2018-11-25 13:00,49.91,51629,1316,1777,3269,552.5357143
2018-11-25 14:00,50.45,51969,1276,1817,3262,552.5357143
2018-11-25 15:00,50.38,53127,1363,1928,3454,552.5357143
2018-11-25 16:00,51.57,54717,1424,1981,3562,552.5357143
2018-11-25 17:00,52.09,55570,1444,2024,3622,552.5357143
2018-11-25 18:00,51.93,55071,1502,1984,3637,552.5357143
2018-11-25 19:00,51.47,54312,1478,2030,3651,552.5357143
2018-11-25 20:00,50.39,53051,1384,2074,3593,552.5357143
2018-11-25 21:00,49.71,52087,1272,2037,3435,552.5357143
2018-11-25 22:00,49.41,50429,1176,2073,3367,552.5357143
2018-11-25 23:00,47.88,48433,1109,2063,3282,552.5357143
2018-11-26 00:00,48.16,47865,957,2104,3068,535.3095238
2018-11-26 01:00,47.83,47194,860,2143,3009,535.3095238
2018-11-26 02:00,46.41,46992,794,2197,2997,535.3095238
2018-11-26 03:00,45.06,47180,738,2245,2993,535.3095238
2018-11-26 04:00,45.07,48036,690,2311,3014,535.3095238
2018-11-26 05:00,48.78,50740,686,2330,3031,535.3095238
2018-11-26 06:00,51.34,55429,666,2266,2952,535.3095238
2018-11-26 07:00,58.04,59590,632,2281,2939,535.3095238
2018-11-26 08:00,59.81,60337,573,2195,2800,535.3095238
2018-11-26 09:00,60.42,60025,503,2191,2732,535.3095238
2018-11-26 10:00,60.77,59776,449,2128,2627,535.3095238
2018-11-26 11:00,61.59,59304,389,1991,2442,535.3095238
2018-11-26 12:00,59.16,58691,329,1887,2296,535.3095238
2018-11-26 13:00,62.09,58512,301,1898,2300,535.3095238
2018-11-26 14:00,62.07,58805,301,1994,2414,535.3095238
2018-11-26 15:00,69.9,59783,302,2094,2532,535.3095238
2018-11-26 16:00,73.14,60910,340,2150,2646,535.3095238
2018-11-26 17:00,76.28,61363,371,2206,2744,535.3095238
2018-11-26 18:00,69.97,60472,392,2211,2768,535.3095238
2018-11-26 19:00,58.35,59346,380,2182,2732,535.3095238
2018-11-26 20:00,54.8,57497,312,2198,2677,535.3095238
2018-11-26 21:00,52.87,55876,267,2275,2706,535.3095238
2018-11-26 22:00,50.96,53597,281,2337,2777,535.3095238
2018-11-26 23:00,49.28,51025,296,2370,2817,535.3095238
2018-11-27 00:00,49.01,49700,242,2404,2726,535.3095238
2018-11-27 01:00,48.26,48760,247,2405,2729,535.3095238
2018-11-27 02:00,48.05,48479,241,2394,2724,535.3095238
2018-11-27 03:00,48.45,48666,205,2393,2694,535.3095238
2018-11-27 04:00,49.33,49544,182,2321,2596,535.3095238
2018-11-27 05:00,51.36,52186,172,2198,2469,535.3095238
2018-11-27 06:00,54.48,56681,162,2112,2378,535.3095238
2018-11-27 07:00,64.44,60770,167,1941,2200,535.3095238
2018-11-27 08:00,78.5,61360,150,1802,2036,535.3095238
2018-11-27 09:00,74.32,61007,136,1627,1836,535.3095238
2018-11-27 10:00,73.54,60779,137,1425,1616,535.3095238
2018-11-27 11:00,78.79,60254,136,1119,1303,535.3095238
2018-11-27 12:00,74.24,59455,130,900,1078,535.3095238
2018-11-27 13:00,75.34,59295,157,717,929,535.3095238
2018-11-27 14:00,74.12,59665,208,667,942,535.3095238
2018-11-27 15:00,78.05,60766,291,676,1054,535.3095238
2018-11-27 16:00,80.1,62012,350,679,1118,535.3095238
2018-11-27 17:00,78.76,62532,416,679,1184,535.3095238
2018-11-27 18:00,74.37,61971,512,743,1331,535.3095238
2018-11-27 19:00,69.73,60937,577,795,1450,535.3095238
2018-11-27 20:00,62.28,59311,606,913,1596,535.3095238
2018-11-27 21:00,55.92,57906,667,1061,1811,535.3095238
2018-11-27 22:00,51.91,55627,795,1154,2039,535.3095238
2018-11-27 23:00,49.5,52885,931,1242,2264,535.3095238
2018-11-28 00:00,49.05,51099,1372,1406,2884,535.3095238
2018-11-28 01:00,47.74,50194,1449,1562,3123,535.3095238
2018-11-28 02:00,47.19,49925,1574,1700,3389,535.3095238
2018-11-28 03:00,46.44,50209,1671,1792,3581,535.3095238
2018-11-28 04:00,46.9,51103,1723,1843,3684,535.3095238
2018-11-28 05:00,49.04,53690,1895,1908,3920,535.3095238
2018-11-28 06:00,52.44,58095,2146,2004,4268,535.3095238
2018-11-28 07:00,58.01,62138,2393,2127,4632,535.3095238
2018-11-28 08:00,61.28,62614,2639,2233,4972,535.3095238
2018-11-28 09:00,56.34,62117,2911,2349,5346,535.3095238
2018-11-28 10:00,52.66,61909,3199,2353,5630,535.3095238
2018-11-28 11:00,51.95,61424,3567,2394,6031,535.3095238
2018-11-28 12:00,51.44,60654,3854,2389,6316,535.3095238
2018-11-28 13:00,51.53,60487,4033,2513,6624,535.3095238
2018-11-28 14:00,51.69,60905,4034,2756,6879,535.3095238
2018-11-28 15:00,51.91,62018,4086,3058,7244,535.3095238
2018-11-28 16:00,52.54,63039,4065,3366,7537,535.3095238
2018-11-28 17:00,51.99,63290,4162,3624,7897,535.3095238
2018-11-28 18:00,50.56,62314,4280,3840,8245,535.3095238
2018-11-28 19:00,49.28,61079,4358,4074,8566,535.3095238
2018-11-28 20:00,47.79,59191,4344,4347,8834,535.3095238
2018-11-28 21:00,46.21,57541,4361,4598,9113,535.3095238
2018-11-28 22:00,44.9,55079,4332,4822,9316,535.3095238
2018-11-28 23:00,42.4,52328,4395,5023,9586,535.3095238
2018-11-29 00:00,42.89,49845,4497,5201,9876,535.3095238
2018-11-29 01:00,41.92,48862,4455,5415,10053,535.3095238
2018-11-29 02:00,41.78,48416,4496,5564,10251,535.3095238
2018-11-29 03:00,41.78,48402,4417,5658,10276,535.3095238
2018-11-29 04:00,42.1,49104,4230,5757,10202,535.3095238
2018-11-29 05:00,43.62,51401,4184,5790,10211,535.3095238
2018-11-29 06:00,47.89,55559,4102,5840,10196,535.3095238
2018-11-29 07:00,49.79,59558,3994,5835,10102,535.3095238
2018-11-29 08:00,49.48,60068,3756,5769,9808,535.3095238
2018-11-29 09:00,48.88,59750,3526,5751,9578,535.3095238
2018-11-29 10:00,48.61,59664,3496,5732,9547,535.3095238
2018-11-29 11:00,48.65,59410,3572,5675,9588,535.3095238
2018-11-29 12:00,48.65,58979,3627,5599,9579,535.3095238
2018-11-29 13:00,48.8,58972,3720,5506,9603,535.3095238
2018-11-29 14:00,48.71,59251,3781,5440,9632,535.3095238
2018-11-29 15:00,48.91,59820,3908,5409,9761,535.3095238
2018-11-29 16:00,48.79,60481,3932,5347,9752,535.3095238
2018-11-29 17:00,48.87,60560,3996,5345,9841,535.3095238
2018-11-29 18:00,48.74,59492,4102,5340,9960,535.3095238
2018-11-29 19:00,47.96,58340,4124,5321,9979,535.3095238
2018-11-29 20:00,46.66,56607,4098,5336,9982,535.3095238
2018-11-29 21:00,45.46,54899,4095,5315,9970,535.3095238
2018-11-29 22:00,43.84,52464,4059,5277,9911,535.3095238
2018-11-29 23:00,42.66,49709,3988,5289,9867,535.3095238
2018-11-30 00:00,42.23,46361,3817,5332,9777,535.3095238
2018-11-30 01:00,41.18,45235,3638,5348,9622,535.3095238
2018-11-30 02:00,41.1,44785,3493,5352,9479,535.3095238
2018-11-30 03:00,40.27,44883,3361,5318,9306,535.3095238
2018-11-30 04:00,40.79,45576,3278,5296,9202,535.3095238
2018-11-30 05:00,43.08,47912,3305,5237,9176,535.3095238
2018-11-30 06:00,46.64,52158,3323,5201,9169,535.3095238
2018-11-30 07:00,48.57,56382,3287,5140,9088,535.3095238
2018-11-30 08:00,48.99,56959,3155,5125,8951,535.3095238
2018-11-30 09:00,48.67,56588,2965,5048,8688,535.3095238
2018-11-30 10:00,48.13,56564,2919,4953,8553,535.3095238
2018-11-30 11:00,47.96,56268,2986,4885,8557,535.3095238
2018-11-30 12:00,47.93,55785,3025,4785,8495,535.3095238
2018-11-30 13:00,47.98,55471,2971,4761,8419,535.3095238
2018-11-30 14:00,48.03,55175,2827,4769,8281,535.3095238
2018-11-30 15:00,48.48,55665,2711,4806,8201,535.3095238
2018-11-30 16:00,48.95,56334,2628,4846,8156,535.3095238
2018-11-30 17:00,49.02,56323,2567,4871,8118,535.3095238
2018-11-30 18:00,48.57,55370,2520,4907,8108,535.3095238
2018-11-30 19:00,47.51,53829,2474,4965,8115,535.3095238
2018-11-30 20:00,46.06,51775,2395,4937,8000,535.3095238
2018-11-30 21:00,45.66,50341,2342,4916,7918,535.3095238
2018-11-30 22:00,44.78,48491,2318,4870,7839,535.3095238
2018-11-30 23:00,43.21,46436,2299,4812,7757,535.3095238
2018-12-01 00:00,44.4,44024,2201,4821,7494,535.3095238
2018-12-01 01:00,43.45,43097,2147,4727,7329,535.3095238
2018-12-01 02:00,43.01,42557,2132,4664,7224,535.3095238
2018-12-01 03:00,43.09,42378,2010,4568,6969,535.3095238
2018-12-01 04:00,43.44,42653,1891,4513,6775,535.3095238
2018-12-01 05:00,43.65,43440,1808,4465,6622,535.3095238
2018-12-01 06:00,44.42,44553,1692,4395,6424,535.3095238
2018-12-01 07:00,45.6,45993,1621,4325,6259,535.3095238
2018-12-01 08:00,46.37,47537,1583,4237,6107,535.3095238
2018-12-01 09:00,47.06,49196,1494,4140,5896,535.3095238
2018-12-01 10:00,47.46,50175,1461,4039,5724,535.3095238
2018-12-01 11:00,47.8,50312,1472,3902,5573,535.3095238
2018-12-01 12:00,47.7,50220,1448,3770,5396,535.3095238
2018-12-01 13:00,47.61,50046,1370,3623,5167,535.3095238
2018-12-01 14:00,47.93,50275,1307,3582,5075,535.3095238
2018-12-01 15:00,48.45,51225,1235,3503,4939,535.3095238
2018-12-01 16:00,48.92,52464,1221,3394,4831,535.3095238
2018-12-01 17:00,48.95,52984,1331,3322,4872,535.3095238
2018-12-01 18:00,48.38,52276,1432,3266,4916,535.3095238
2018-12-01 19:00,46.52,50790,1524,3183,4913,535.3095238
2018-12-01 20:00,45.43,49126,1623,3056,4866,535.3095238
2018-12-01 21:00,45.27,48051,1638,2934,4746,535.3095238
2018-12-01 22:00,44.05,46686,1684,2806,4641,535.3095238
2018-12-01 23:00,43.23,45078,1779,2647,4558,535.3095238
2018-12-02 00:00,43.72,43268,2152,2532,4775,535.3095238
2018-12-02 01:00,43.28,42285,2271,2380,4737,535.3095238
2018-12-02 02:00,43.25,41728,2483,2330,4898,535.3095238
2018-12-02 03:00,43.12,41477,2631,2291,5006,535.3095238
2018-12-02 04:00,42.42,41552,2672,2321,5080,535.3095238
2018-12-02 05:00,41.81,42107,2759,2336,5184,535.3095238
2018-12-02 06:00,42.9,43110,2774,2394,5265,535.3095238
2018-12-02 07:00,43.82,44288,2749,2491,5341,535.3095238
2018-12-02 08:00,44.34,45673,2595,2558,5259,535.3095238
2018-12-02 09:00,45.18,47366,2402,2645,5157,535.3095238
2018-12-02 10:00,46.06,48740,2330,2663,5106,535.3095238
2018-12-02 11:00,46.41,49210,2253,2665,5034,535.3095238
2018-12-02 12:00,46.42,49227,2172,2646,4941,535.3095238
2018-12-02 13:00,46.44,49284,2065,2772,4976,535.3095238
2018-12-02 14:00,46.13,49508,1876,2837,4876,535.3095238
2018-12-02 15:00,46.66,50543,1711,2970,4875,535.3095238
2018-12-02 16:00,47.31,51730,1545,3099,4866,535.3095238
2018-12-02 17:00,47.59,52278,1405,3199,4845,535.3095238
2018-12-02 18:00,47.29,51677,1350,3231,4845,535.3095238
2018-12-02 19:00,46.62,50809,1395,3262,4942,535.3095238
2018-12-02 20:00,45.81,49536,1417,3141,4862,535.3095238
2018-12-02 21:00,45.07,48378,1406,3056,4780,535.3095238
2018-12-02 22:00,44.41,46646,1558,2975,4856,535.3095238
2018-12-02 23:00,42.89,44539,1782,2982,5093,535.3095238
2018-12-03 00:00,43.52,42890,1296,2951,4767,521.0297619
2018-12-03 01:00,41.92,42139,1398,2881,4803,521.0297619
2018-12-03 02:00,40.97,41954,1593,2865,4976,521.0297619
2018-12-03 03:00,40.85,42140,1713,2774,4999,521.0297619
2018-12-03 04:00,42.02,42964,1827,2629,4962,521.0297619
2018-12-03 05:00,45.01,45535,2088,2580,5168,521.0297619
2018-12-03 06:00,47.71,50176,2264,2544,5290,521.0297619
2018-12-03 07:00,50.46,54511,2462,2509,5445,521.0297619
2018-12-03 08:00,51.21,55354,2614,2515,5590,521.0297619
2018-12-03 09:00,50.08,55079,2697,2479,5630,521.0297619
2018-12-03 10:00,49.57,55066,2884,2456,5784,521.0297619
2018-12-03 11:00,49.28,54894,3115,2473,6030,521.0297619
2018-12-03 12:00,49.28,54699,3291,2502,6232,521.0297619
2018-12-03 13:00,49.42,54699,3382,2570,6394,521.0297619
2018-12-03 14:00,49.74,54963,3412,2605,6465,521.0297619
2018-12-03 15:00,50.18,55652,3437,2691,6584,521.0297619
2018-12-03 16:00,50.75,56375,3467,2747,6682,521.0297619
2018-12-03 17:00,50.7,56415,3465,2872,6815,521.0297619
2018-12-03 18:00,50.1,55437,3453,3019,6958,521.0297619
2018-12-03 19:00,49.67,54275,3369,3052,6914,521.0297619
2018-12-03 20:00,48.93,52552,3310,3068,6869,521.0297619
2018-12-03 21:00,47.56,50775,3284,3116,6878,521.0297619
2018-12-03 22:00,46.03,48373,3333,3135,6930,521.0297619
2018-12-03 23:00,44.65,45715,3423,3112,6981,521.0297619
2018-12-04 00:00,41.44,43183,3308,3311,6887,521.0297619
2018-12-04 01:00,40.8,42278,3499,3218,6982,521.0297619
2018-12-04 02:00,41.06,41993,3790,3232,7292,521.0297619
2018-12-04 03:00,41.29,42251,3983,3219,7483,521.0297619
2018-12-04 04:00,41.48,43126,3980,3215,7486,521.0297619
2018-12-04 05:00,43.88,45647,4015,3239,7553,521.0297619
2018-12-04 06:00,47.09,50188,4098,3283,7687,521.0297619
2018-12-04 07:00,48.52,54428,4181,3224,7719,521.0297619
2018-12-04 08:00,49.08,55214,4194,3236,7754,521.0297619
2018-12-04 09:00,48.91,54922,4145,3317,7787,521.0297619
2018-12-04 10:00,47.93,54920,4193,3387,7906,521.0297619
2018-12-04 11:00,47.07,54845,4234,3547,8098,521.0297619
2018-12-04 12:00,46.99,54547,4279,3731,8326,521.0297619
2018-12-04 13:00,47.5,54630,4299,3915,8544,521.0297619
2018-12-04 14:00,48.14,55024,4205,4092,8644,521.0297619
2018-12-04 15:00,48.52,55915,4066,4303,8740,521.0297619
2018-12-04 16:00,49.23,56822,3860,4454,8706,521.0297619
2018-12-04 17:00,49.52,57167,3647,4534,8587,521.0297619
2018-12-04 18:00,49.29,56564,3402,4618,8440,521.0297619
2018-12-04 19:00,49.04,55473,3143,4664,8240,521.0297619
2018-12-04 20:00,48.24,53905,2923,4750,8105,521.0297619
2018-12-04 21:00,47.48,52456,2663,4825,7930,521.0297619
2018-12-04 22:00,46.23,50249,2399,4838,7692,521.0297619
2018-12-04 23:00,45.06,47693,2127,4809,7403,521.0297619
2018-12-05 00:00,46,46616,1818,4686,6965,521.0297619
2018-12-05 01:00,45.83,46623,1601,4609,6675,521.0297619
2018-12-05 02:00,45.95,46278,1475,4517,6454,521.0297619
2018-12-05 03:00,45.83,46151,1269,4363,6086,521.0297619
2018-12-05 04:00,46.08,47643,1117,4237,5799,521.0297619
2018-12-05 05:00,47.43,51104,980,4104,5518,521.0297619
2018-12-05 06:00,51.23,56482,823,3978,5221,521.0297619
2018-12-05 07:00,53.65,61480,725,3807,4949,521.0297619
2018-12-05 08:00,55.88,62127,683,3595,4687,521.0297619
2018-12-05 09:00,56.29,62103,642,3429,4478,521.0297619
2018-12-05 10:00,55.02,59190,689,3241,4341,521.0297619
2018-12-05 11:00,53.78,58087,728,2969,4105,521.0297619
2018-12-05 12:00,54.19,57566,742,2789,3933,521.0297619
2018-12-05 13:00,53.49,57377,758,2741,3884,521.0297619
2018-12-05 14:00,53.82,58042,765,2974,4113,521.0297619
2018-12-05 15:00,54.99,59067,820,3125,4304,521.0297619
2018-12-05 16:00,55.91,60591,926,3339,4608,521.0297619
2018-12-05 17:00,55.87,61492,1026,3452,4803,521.0297619
2018-12-05 18:00,54.6,60916,1189,3521,5018,521.0297619
2018-12-05 19:00,51.54,59710,1325,3524,5131,521.0297619
2018-12-05 20:00,50.97,58115,1381,3541,5175,521.0297619
2018-12-05 21:00,49.34,55821,1411,3489,5139,521.0297619
2018-12-05 22:00,48.75,52743,1427,3433,5097,521.0297619
2018-12-05 23:00,46.69,49814,1405,3386,5031,521.0297619
2018-12-06 00:00,47.02,47524,1651,3331,5226,521.0297619
2018-12-06 01:00,46.17,45999,1638,3155,5039,521.0297619
2018-12-06 02:00,45.89,45890,1557,3069,4876,521.0297619
2018-12-06 03:00,45.49,45925,1443,3001,4706,521.0297619
2018-12-06 04:00,45.21,46549,1363,2854,4496,521.0297619
2018-12-06 05:00,48,49224,1267,2678,4251,521.0297619
2018-12-06 06:00,51.39,53645,1201,2605,4130,521.0297619
2018-12-06 07:00,55.56,57582,1149,2476,3954,521.0297619
2018-12-06 08:00,58.35,58613,1090,2384,3796,521.0297619
2018-12-06 09:00,58.07,58450,1017,2327,3662,521.0297619
2018-12-06 10:00,54.72,58055,1043,2168,3524,521.0297619
2018-12-06 11:00,54.74,57283,1057,2025,3393,521.0297619
2018-12-06 12:00,56.6,56852,1052,1823,3184,521.0297619
2018-12-06 13:00,55.21,56862,1058,1579,2949,521.0297619
2018-12-06 14:00,56.39,57355,1073,1551,2944,521.0297619
2018-12-06 15:00,59.15,58177,1195,1484,3014,521.0297619
2018-12-06 16:00,63.82,59320,1374,1472,3192,521.0297619
2018-12-06 17:00,58.56,59631,1661,1403,3423,521.0297619
2018-12-06 18:00,54.61,58392,1934,1367,3666,521.0297619
2018-12-06 19:00,52.03,57355,2052,1317,3740,521.0297619
2018-12-06 20:00,50.73,55957,2096,1215,3685,521.0297619
2018-12-06 21:00,49.37,54552,2152,1206,3733,521.0297619
2018-12-06 22:00,47.74,52153,2216,1248,3851,521.0297619
2018-12-06 23:00,46.56,49522,2223,1295,3910,521.0297619
2018-12-07 00:00,45.08,47171,2858,1492,4770,521.0297619
2018-12-07 01:00,43.91,45990,2687,1535,4657,521.0297619
2018-12-07 02:00,43.5,45508,2471,1605,4526,521.0297619
2018-12-07 03:00,43.79,45546,2136,1612,4210,521.0297619
