Date, Price [EUR/MWh], Grid load forecast [MW],Wind power forecast (SE) [MWh],Total Wind [MWh],Hydro reservoir [GWh]
2015-01-01 00:00,27.48,42185,3277,5813,469.297619
2015-01-01 01:00,26.68,41207,3328,5907,469.297619
2015-01-01 02:00,26.23,40354,3421,6071,469.297619
2015-01-01 03:00,25.95,39965,3479,6215,469.297619
2015-01-01 04:00,25.91,39928,3489,6321,469.297619
2015-01-01 05:00,26.24,40379,3438,6387,469.297619
2015-01-01 06:00,26.81,40940,3417,6545,469.297619
2015-01-01 07:00,26.82,41796,3424,6770,469.297619
2015-01-01 08:00,26.96,42698,3449,6963,469.297619
2015-01-01 09:00,26.74,43493,3437,7013,469.297619
2015-01-01 10:00,26.75,44634,3473,7033,469.297619
2015-01-01 11:00,26.77,45284,3471,7068,469.297619
2015-01-01 12:00,26.79,45478,3404,7039,469.297619
2015-01-01 13:00,26.59,45607,3441,7074,469.297619
2015-01-01 14:00,27.01,46186,3469,7088,469.297619
2015-01-01 15:00,27.62,47386,3564,7181,469.297619
2015-01-01 16:00,28.29,48682,3597,7288,469.297619
2015-01-01 17:00,28.34,49260,3625,7509,469.297619
2015-01-01 18:00,28.22,48788,3619,7711,469.297619
2015-01-01 19:00,27.91,47788,3643,7927,469.297619
2015-01-01 20:00,27.54,46534,3761,8190,469.297619
2015-01-01 21:00,27.13,45764,3802,8309,469.297619
2015-01-01 22:00,26.92,44310,3899,8466,469.297619
2015-01-01 23:00,25.96,42544,3966,8587,469.297619
2015-01-02 00:00,24.79,41418,4013,8052,469.297619
2015-01-02 01:00,22.23,40382,4012,7516,469.297619
2015-01-02 02:00,20.93,39990,3948,7463,469.297619
2015-01-02 03:00,18.57,40070,3910,7419,469.297619
2015-01-02 04:00,18.59,40793,3886,7441,469.297619
2015-01-02 05:00,24.55,42806,3863,7446,469.297619
2015-01-02 06:00,27.1,45626,3796,7963,469.297619
2015-01-02 07:00,28.34,48926,3772,8147,469.297619
2015-01-02 08:00,28.4,50475,3806,8173,469.297619
2015-01-02 09:00,28.38,50627,3853,8239,469.297619
2015-01-02 10:00,28.34,50896,3853,8247,469.297619
2015-01-02 11:00,28.4,51014,3983,8343,469.297619
2015-01-02 12:00,28.32,50928,4046,8328,469.297619
2015-01-02 13:00,28.22,50858,4165,8407,469.297619
2015-01-02 14:00,28.16,51175,4349,8650,469.297619
2015-01-02 15:00,28.34,52049,4422,8704,469.297619
2015-01-02 16:00,28.67,53061,4474,8739,469.297619
2015-01-02 17:00,28.75,53466,4474,8755,469.297619
2015-01-02 18:00,28.55,52870,4490,8799,469.297619
2015-01-02 19:00,28.44,51831,4502,8853,469.297619
2015-01-02 20:00,27.94,50150,4496,8883,469.297619
2015-01-02 21:00,27.51,48906,4523,8919,469.297619
2015-01-02 22:00,27.2,47360,4536,8923,469.297619
2015-01-02 23:00,26.09,45123,4560,8571,469.297619
2015-01-03 00:00,24.61,43289,4893,8848,469.297619
2015-01-03 01:00,24.11,42189,4907,8890,469.297619
2015-01-03 02:00,23.31,41614,4899,8906,469.297619
2015-01-03 03:00,23.33,41375,4889,8898,469.297619
2015-01-03 04:00,23.44,41649,4884,8852,469.297619
2015-01-03 05:00,24.28,42505,4850,8890,469.297619
2015-01-03 06:00,24.4,43665,4802,8819,469.297619
2015-01-03 07:00,26.36,45539,4757,9079,469.297619
2015-01-03 08:00,26.65,48157,4682,9023,469.297619
2015-01-03 09:00,27.5,49165,4606,8941,469.297619
2015-01-03 10:00,27.72,50134,4516,8835,469.297619
2015-01-03 11:00,27.77,50216,4416,8692,469.297619
2015-01-03 12:00,27.72,49948,4341,8530,469.297619
2015-01-03 13:00,27.71,49716,4236,8274,469.297619
2015-01-03 14:00,27.87,50215,4179,8018,469.297619
2015-01-03 15:00,28.4,51512,4044,7680,469.297619
2015-01-03 16:00,28.97,53243,3934,7341,469.297619
2015-01-03 17:00,29.4,54105,3842,7075,469.297619
2015-01-03 18:00,29.46,53523,3799,6936,469.297619
2015-01-03 19:00,28.98,51900,3706,6787,469.297619
2015-01-03 20:00,28.4,50265,3645,6711,469.297619
2015-01-03 21:00,27.96,49376,3592,6718,469.297619
2015-01-03 22:00,27.76,47984,3580,6753,469.297619
2015-01-03 23:00,27.22,46347,3629,6806,469.297619
2015-01-04 00:00,27.42,44677,3877,7193,469.297619
2015-01-04 01:00,27.08,43748,3892,7230,469.297619
2015-01-04 02:00,26.81,43310,3938,7320,469.297619
2015-01-04 03:00,26.57,43263,3949,7352,469.297619
2015-01-04 04:00,26.64,43550,3963,7361,469.297619
2015-01-04 05:00,27.02,44107,3958,7367,469.297619
2015-01-04 06:00,27.09,44974,3979,7406,469.297619
2015-01-04 07:00,27.16,46344,4007,7450,469.297619
2015-01-04 08:00,27.64,47743,3978,7405,469.297619
2015-01-04 09:00,28.03,49208,3960,7324,469.297619
2015-01-04 10:00,28.22,50545,3950,7285,469.297619
2015-01-04 11:00,28.28,51222,3912,7258,469.297619
2015-01-04 12:00,28.23,51226,3897,7243,469.297619
2015-01-04 13:00,28.25,51153,3817,7159,469.297619
2015-01-04 14:00,28.33,51568,3687,6972,469.297619
2015-01-04 15:00,28.66,52617,3566,6722,469.297619
2015-01-04 16:00,29.28,54085,3430,6413,469.297619
2015-01-04 17:00,29.68,54979,3348,6136,469.297619
2015-01-04 18:00,29.86,54593,3217,5833,469.297619
2015-01-04 19:00,29.71,53680,3082,5518,469.297619
2015-01-04 20:00,29.22,52444,2923,5149,469.297619
2015-01-04 21:00,28.88,51570,2787,4822,469.297619
2015-01-04 22:00,28.82,49942,2681,4552,469.297619
2015-01-04 23:00,28.05,48108,2600,4316,469.297619
2015-01-05 00:00,28.54,46931,2373,4334,454.5595238
2015-01-05 01:00,28.43,46012,2218,4127,454.5595238
2015-01-05 02:00,28.41,45520,2089,4022,454.5595238
2015-01-05 03:00,28.37,45549,1937,3926,454.5595238
2015-01-05 04:00,28.5,46222,1843,3782,454.5595238
2015-01-05 05:00,29.32,48190,1702,3465,454.5595238
2015-01-05 06:00,30.48,51902,1584,3105,454.5595238
2015-01-05 07:00,32.96,55855,1449,2728,454.5595238
2015-01-05 08:00,38.45,57447,1341,2361,454.5595238
2015-01-05 09:00,40.19,57652,1286,2070,454.5595238
2015-01-05 10:00,39.61,57981,1218,1837,454.5595238
2015-01-05 11:00,39.64,57740,1123,1661,454.5595238
2015-01-05 12:00,39.21,57225,949,1444,454.5595238
2015-01-05 13:00,39.72,56864,873,1326,454.5595238
2015-01-05 14:00,40.72,57135,800,1218,454.5595238
2015-01-05 15:00,42.11,58001,741,1127,454.5595238
2015-01-05 16:00,46.05,59240,693,1053,454.5595238
2015-01-05 17:00,48.72,59506,648,992,454.5595238
2015-01-05 18:00,48.75,58469,624,980,454.5595238
2015-01-05 19:00,46.02,57069,636,1001,454.5595238
2015-01-05 20:00,37.17,55438,604,981,454.5595238
2015-01-05 21:00,34.35,54171,583,1002,454.5595238
2015-01-05 22:00,31.83,52145,631,1088,454.5595238
2015-01-05 23:00,29.73,49615,645,1148,454.5595238
2015-01-06 00:00,29.59,48052,903,1430,454.5595238
2015-01-06 01:00,29.28,46889,1033,1571,454.5595238
2015-01-06 02:00,28.84,46386,1208,1761,454.5595238
2015-01-06 03:00,28.55,46300,1346,1938,454.5595238
2015-01-06 04:00,28.61,46700,1455,2135,454.5595238
2015-01-06 05:00,29.11,47771,1535,2330,454.5595238
2015-01-06 06:00,29.47,50430,1689,2609,454.5595238
2015-01-06 07:00,30.18,53414,1809,2845,454.5595238
2015-01-06 08:00,30.7,54997,1996,3167,454.5595238
2015-01-06 09:00,30.52,55790,2160,3521,454.5595238
2015-01-06 10:00,30.74,56514,2244,3811,454.5595238
2015-01-06 11:00,30.55,56764,2399,4138,454.5595238
2015-01-06 12:00,30.07,56479,2519,4384,454.5595238
2015-01-06 13:00,29.97,56493,2503,4465,454.5595238
2015-01-06 14:00,30.03,56695,2645,4693,454.5595238
2015-01-06 15:00,30.57,57448,2797,4930,454.5595238
2015-01-06 16:00,30.95,58583,2968,5185,454.5595238
2015-01-06 17:00,30.94,58804,3201,5512,454.5595238
2015-01-06 18:00,30.57,57910,3323,5737,454.5595238
2015-01-06 19:00,29.95,56514,3362,5876,454.5595238
2015-01-06 20:00,29.57,54891,3475,6038,454.5595238
2015-01-06 21:00,29.15,53582,3520,6068,454.5595238
2015-01-06 22:00,28,51616,3495,5890,454.5595238
2015-01-06 23:00,27.34,49292,3506,5632,454.5595238
2015-01-07 00:00,26.38,47423,3859,6355,454.5595238
2015-01-07 01:00,26.15,46415,3796,6171,454.5595238
2015-01-07 02:00,26.09,46032,3733,5938,454.5595238
2015-01-07 03:00,26.21,46166,3603,5719,454.5595238
2015-01-07 04:00,26.7,47081,3422,5466,454.5595238
2015-01-07 05:00,27.99,49450,3223,5130,454.5595238
2015-01-07 06:00,30.07,53472,2941,4707,454.5595238
2015-01-07 07:00,33.25,57359,2715,4443,454.5595238
2015-01-07 08:00,34.07,59158,2434,4200,454.5595238
2015-01-07 09:00,33.22,58170,2192,4074,454.5595238
2015-01-07 10:00,33.6,58100,2008,3954,454.5595238
2015-01-07 11:00,33.35,57672,1951,3908,454.5595238
2015-01-07 12:00,32.73,57111,1865,3823,454.5595238
2015-01-07 13:00,32.53,56924,1778,3687,454.5595238
2015-01-07 14:00,32.68,57199,1666,3496,454.5595238
2015-01-07 15:00,33.11,57819,1585,3410,454.5595238
2015-01-07 16:00,34.3,58561,1514,3495,454.5595238
2015-01-07 17:00,34.03,58608,1553,3852,454.5595238
2015-01-07 18:00,32.54,57528,1502,4138,454.5595238
2015-01-07 19:00,31.03,56045,1477,4451,454.5595238
2015-01-07 20:00,29.64,54042,1601,4922,454.5595238
2015-01-07 21:00,28.89,52426,1793,5377,454.5595238
2015-01-07 22:00,27.69,50144,2013,5842,454.5595238
2015-01-07 23:00,26.87,47461,2258,6273,454.5595238
2015-01-08 00:00,26.24,46250,2556,6828,454.5595238
2015-01-08 01:00,25.4,45224,2803,7174,454.5595238
2015-01-08 02:00,24.74,44699,3032,7460,454.5595238
2015-01-08 03:00,24.57,44716,3349,7798,454.5595238
2015-01-08 04:00,24.65,45379,3569,7989,454.5595238
2015-01-08 05:00,26.14,47764,3722,8060,454.5595238
2015-01-08 06:00,27.58,51627,3837,8027,454.5595238
2015-01-08 07:00,29.04,55018,3838,7756,454.5595238
2015-01-08 08:00,29.5,55740,3759,7307,454.5595238
2015-01-08 09:00,29.38,55878,3633,6874,454.5595238
2015-01-08 10:00,29.41,55774,3440,6463,454.5595238
2015-01-08 11:00,29.56,55457,3261,6080,454.5595238
2015-01-08 12:00,29.57,54831,3080,5705,454.5595238
2015-01-08 13:00,29.65,54652,2905,5432,454.5595238
2015-01-08 14:00,29.73,54752,2779,5344,454.5595238
2015-01-08 15:00,30.09,55443,2619,5297,454.5595238
2015-01-08 16:00,30.6,56272,2477,5277,454.5595238
2015-01-08 17:00,30.68,56463,2423,5377,454.5595238
2015-01-08 18:00,30.05,55556,2554,5719,454.5595238
2015-01-08 19:00,29.6,54297,2553,5970,454.5595238
2015-01-08 20:00,28.59,52430,2637,6215,454.5595238
2015-01-08 21:00,27.9,50916,2810,6493,454.5595238
2015-01-08 22:00,27.08,48557,2974,6745,454.5595238
2015-01-08 23:00,26.11,46003,3119,6896,454.5595238
2015-01-09 00:00,25.75,45159,2473,5940,454.5595238
2015-01-09 01:00,25.28,44269,3268,6655,454.5595238
2015-01-09 02:00,25.11,43838,3330,6627,454.5595238
2015-01-09 03:00,25.1,43949,3322,6532,454.5595238
2015-01-09 04:00,25.45,44787,3250,6473,454.5595238
2015-01-09 05:00,26.39,47322,3125,6536,454.5595238
2015-01-09 06:00,27.31,51397,2959,6587,454.5595238
2015-01-09 07:00,28.95,55390,2790,6610,454.5595238
2015-01-09 08:00,29.45,56767,2600,6530,454.5595238
2015-01-09 09:00,29.08,57758,2407,6323,454.5595238
2015-01-09 10:00,29.21,57568,2257,6060,454.5595238
2015-01-09 11:00,29.21,56876,2119,5953,454.5595238
2015-01-09 12:00,29.19,55899,1909,5777,454.5595238
2015-01-09 13:00,28.85,55450,1956,5700,454.5595238
2015-01-09 14:00,28.61,55417,1915,5411,454.5595238
2015-01-09 15:00,28.69,55801,1904,5066,454.5595238
2015-01-09 16:00,29.09,56775,1872,4819,454.5595238
2015-01-09 17:00,29.5,57187,1845,5086,454.5595238
2015-01-09 18:00,29.25,56334,1851,5598,454.5595238
2015-01-09 19:00,28.7,54733,1850,5867,454.5595238
2015-01-09 20:00,27.92,52746,1827,5751,454.5595238
2015-01-09 21:00,27.38,51355,1789,5195,454.5595238
2015-01-09 22:00,27.06,49491,1736,4533,454.5595238
2015-01-09 23:00,26.35,47349,1645,4044,454.5595238
2015-01-10 00:00,26.32,45645,1379,3885,454.5595238
2015-01-10 01:00,26.12,44526,1267,3197,454.5595238
2015-01-10 02:00,25.83,43987,1140,2684,454.5595238
2015-01-10 03:00,25.79,43997,999,2424,454.5595238
2015-01-10 04:00,25.88,44431,889,2459,454.5595238
2015-01-10 05:00,25.71,45348,794,2826,454.5595238
2015-01-10 06:00,25.94,46568,810,3543,454.5595238
2015-01-10 07:00,26.46,48477,951,4271,454.5595238
2015-01-10 08:00,26.85,50242,1184,4900,454.5595238
2015-01-10 09:00,27.05,51818,1591,5552,454.5595238
2015-01-10 10:00,27.25,52928,2104,6066,454.5595238
2015-01-10 11:00,27.01,53125,2520,6277,454.5595238
2015-01-10 12:00,26.81,52838,2867,6254,454.5595238
2015-01-10 13:00,26.62,52488,3137,6525,454.5595238
2015-01-10 14:00,26.58,52732,3428,7047,454.5595238
2015-01-10 15:00,26.71,53782,3577,7295,454.5595238
2015-01-10 16:00,26.95,55339,3782,7608,454.5595238
2015-01-10 17:00,27.29,56100,3784,7690,454.5595238
2015-01-10 18:00,26.97,55430,3630,7578,454.5595238
2015-01-10 19:00,26.63,53634,3643,7628,454.5595238
2015-01-10 20:00,26.68,51872,3640,7658,454.5595238
2015-01-10 21:00,26.46,50884,3628,7704,454.5595238
2015-01-10 22:00,26.06,49456,3680,7940,454.5595238
2015-01-10 23:00,25.63,47733,3671,8113,454.5595238
2015-01-11 00:00,24.84,46164,3754,7048,454.5595238
2015-01-11 01:00,24.09,45242,3827,7227,454.5595238
2015-01-11 02:00,23.82,44826,3786,7492,454.5595238
2015-01-11 03:00,23.22,44715,3820,7802,454.5595238
2015-01-11 04:00,23.35,44924,3841,7952,454.5595238
2015-01-11 05:00,23.65,45521,3861,8002,454.5595238
2015-01-11 06:00,23.83,46450,3867,8013,454.5595238
2015-01-11 07:00,24.41,47875,3814,8363,454.5595238
2015-01-11 08:00,25.05,49758,3780,8327,454.5595238
2015-01-11 09:00,25.83,51243,3682,8226,454.5595238
2015-01-11 10:00,26.22,52553,3515,8068,454.5595238
2015-01-11 11:00,26.54,53361,3424,7950,454.5595238
2015-01-11 12:00,26.51,53570,3134,7625,454.5595238
2015-01-11 13:00,26.38,53762,2926,7382,454.5595238
2015-01-11 14:00,26.37,54242,2816,7292,454.5595238
2015-01-11 15:00,26.71,55284,2707,7185,454.5595238
2015-01-11 16:00,27.57,56731,2586,7126,454.5595238
2015-01-11 17:00,27.94,57694,2487,7089,454.5595238
2015-01-11 18:00,27.97,57282,2444,7021,454.5595238
2015-01-11 19:00,27.76,56241,2322,6800,454.5595238
2015-01-11 20:00,27.46,54983,2198,6482,454.5595238
2015-01-11 21:00,27.1,54121,2029,6057,454.5595238
2015-01-11 22:00,26.73,52667,1928,5722,454.5595238
2015-01-11 23:00,26.24,50856,1759,5425,454.5595238
2015-01-12 00:00,26.99,49829,1488,4607,438.625
2015-01-12 01:00,26.83,49091,1316,4571,438.625
2015-01-12 02:00,26.45,48889,1177,4774,438.625
2015-01-12 03:00,26.36,49205,1155,5084,438.625
2015-01-12 04:00,26.56,50276,1198,5357,438.625
2015-01-12 05:00,27.44,52891,1353,5616,438.625
2015-01-12 06:00,29.55,57184,1477,5779,438.625
2015-01-12 07:00,34.29,61548,1696,6001,438.625
2015-01-12 08:00,34.71,63400,1969,6253,438.625
2015-01-12 09:00,34.03,63081,2161,6434,438.625
2015-01-12 10:00,31.76,62892,2378,6647,438.625
2015-01-12 11:00,30.35,62457,2603,6888,438.625
2015-01-12 12:00,29.69,61706,2806,7119,438.625
2015-01-12 13:00,29.65,61476,3029,7370,438.625
2015-01-12 14:00,29.46,61487,3192,7580,438.625
2015-01-12 15:00,29.83,61819,3378,7800,438.625
2015-01-12 16:00,30.14,62465,3559,8015,438.625
2015-01-12 17:00,30.81,62595,3697,8175,438.625
2015-01-12 18:00,30.21,61726,3717,8215,438.625
2015-01-12 19:00,28.95,60403,3768,8277,438.625
2015-01-12 20:00,27.92,58476,3760,8263,438.625
2015-01-12 21:00,27.57,56884,3733,8189,438.625
2015-01-12 22:00,27.12,54629,3685,8033,438.625
2015-01-12 23:00,26.42,51983,3553,7697,438.625
2015-01-13 00:00,26.26,48956,3607,7231,438.625
2015-01-13 01:00,26.07,47987,3442,6485,438.625
2015-01-13 02:00,26.02,47613,3267,5757,438.625
2015-01-13 03:00,25.95,47722,3081,5211,438.625
2015-01-13 04:00,26.23,48610,2873,4884,438.625
2015-01-13 05:00,27.1,51352,2669,4699,438.625
2015-01-13 06:00,29.58,55350,2516,4608,438.625
2015-01-13 07:00,32.81,59530,2446,4621,438.625
2015-01-13 08:00,33.97,60438,2375,4694,438.625
2015-01-13 09:00,32.07,60157,2380,4820,438.625
2015-01-13 10:00,31.17,60051,2383,4915,438.625
2015-01-13 11:00,30.01,59730,2338,4977,438.625
2015-01-13 12:00,29.74,59317,2329,5019,438.625
2015-01-13 13:00,29.64,59247,2319,4950,438.625
2015-01-13 14:00,30.24,59410,2287,4728,438.625
2015-01-13 15:00,31.75,59909,2280,4483,438.625
2015-01-13 16:00,32.59,60559,2354,4349,438.625
2015-01-13 17:00,34.05,60766,2330,4258,438.625
2015-01-13 18:00,33.34,59816,2319,4337,438.625
2015-01-13 19:00,31.37,58487,2318,4509,438.625
2015-01-13 20:00,29.23,56444,2314,4741,438.625
2015-01-13 21:00,28.55,54763,2275,4983,438.625
2015-01-13 22:00,27.91,52488,2148,5079,438.625
2015-01-13 23:00,26.5,49907,2105,5146,438.625
2015-01-14 00:00,26.1,47416,2069,4562,438.625
2015-01-14 01:00,25.82,46480,2034,4718,438.625
2015-01-14 02:00,25.72,46156,2018,4882,438.625
2015-01-14 03:00,25.73,46378,1984,5063,438.625
2015-01-14 04:00,25.91,47214,2056,5167,438.625
2015-01-14 05:00,26.6,49505,2091,5110,438.625
2015-01-14 06:00,28.46,53520,2097,5088,438.625
2015-01-14 07:00,30.83,57590,2185,5187,438.625
2015-01-14 08:00,33.41,58557,2141,5124,438.625
2015-01-14 09:00,32.16,57877,2072,5097,438.625
2015-01-14 10:00,31.25,58070,2098,5241,438.625
2015-01-14 11:00,30.89,58028,2099,5339,438.625
2015-01-14 12:00,29.99,57602,2179,5466,438.625
2015-01-14 13:00,29.91,57460,2190,5445,438.625
2015-01-14 14:00,30.82,57471,2182,5287,438.625
2015-01-14 15:00,32.78,58051,2167,5100,438.625
2015-01-14 16:00,34.23,59136,2123,4934,438.625
2015-01-14 17:00,35.47,59553,2109,4812,438.625
2015-01-14 18:00,34.28,58624,2122,4746,438.625
2015-01-14 19:00,31.05,57271,2178,4804,438.625
2015-01-14 20:00,29.14,55366,2227,4904,438.625
2015-01-14 21:00,28.49,53850,2228,4996,438.625
2015-01-14 22:00,27.13,51795,2131,4988,438.625
2015-01-14 23:00,26.31,49504,2179,5116,438.625
2015-01-15 00:00,26.44,47756,2213,4829,438.625
2015-01-15 01:00,26.03,46872,2216,4935,438.625
2015-01-15 02:00,25.78,46525,2246,5094,438.625
2015-01-15 03:00,25.8,46638,2256,5335,438.625
2015-01-15 04:00,26.11,47409,2262,5666,438.625
2015-01-15 05:00,26.82,49773,2204,5950,438.625
2015-01-15 06:00,28.62,53597,2204,6229,438.625
2015-01-15 07:00,30.04,57400,2241,6449,438.625
2015-01-15 08:00,30.59,58775,2361,6666,438.625
2015-01-15 09:00,29.62,58381,2655,6995,438.625
2015-01-15 10:00,29.31,58307,2870,7256,438.625
2015-01-15 11:00,28.93,57944,3028,7407,438.625
2015-01-15 12:00,28.68,57521,3225,7566,438.625
2015-01-15 13:00,28.59,57385,3397,7651,438.625
2015-01-15 14:00,28.65,57513,3563,7670,438.625
2015-01-15 15:00,28.83,58095,3698,7618,438.625
2015-01-15 16:00,29.55,58971,3856,7653,438.625
2015-01-15 17:00,30.21,59298,3954,7767,438.625
2015-01-15 18:00,29.64,58356,3958,7852,438.625
2015-01-15 19:00,28.55,57035,3956,7984,438.625
2015-01-15 20:00,27.75,55121,3887,8035,438.625
2015-01-15 21:00,27.3,53494,3849,8134,438.625
2015-01-15 22:00,26.58,51154,3794,8176,438.625
2015-01-15 23:00,25.85,48423,3740,8159,438.625
2015-01-16 00:00,25.66,45462,3632,8060,438.625
2015-01-16 01:00,25.22,44524,3631,8013,438.625
2015-01-16 02:00,24.95,44183,3602,7957,438.625
2015-01-16 03:00,24.65,44353,3606,7959,438.625
2015-01-16 04:00,25.22,45227,3594,7961,438.625
2015-01-16 05:00,26.38,47713,3563,7979,438.625
2015-01-16 06:00,27.7,51875,3580,8049,438.625
2015-01-16 07:00,29.07,55974,3603,8181,438.625
2015-01-16 08:00,29.35,57421,3637,8355,438.625
2015-01-16 09:00,29.09,57171,3634,8370,438.625
2015-01-16 10:00,28.94,56999,3676,8346,438.625
2015-01-16 11:00,28.78,56521,3671,8246,438.625
2015-01-16 12:00,28.45,55867,3676,8092,438.625
2015-01-16 13:00,28.37,55427,3688,7879,438.625
2015-01-16 14:00,28.47,55063,3611,7470,438.625
2015-01-16 15:00,28.8,55276,3624,7062,438.625
2015-01-16 16:00,29.46,56172,3553,6558,438.625
2015-01-16 17:00,30.35,56587,3479,6137,438.625
2015-01-16 18:00,31.2,55619,3410,5771,438.625
2015-01-16 19:00,29.16,54014,3285,5416,438.625
2015-01-16 20:00,28.4,51980,3213,5182,438.625
2015-01-16 21:00,28.22,50470,3123,4980,438.625
2015-01-16 22:00,28.03,48730,3049,4821,438.625
2015-01-16 23:00,27.34,46633,2965,4691,438.625
2015-01-17 00:00,27.32,44474,2717,4471,438.625
2015-01-17 01:00,26.93,43400,2668,4437,438.625
2015-01-17 02:00,26.8,42832,2645,4421,438.625
2015-01-17 03:00,26.82,42777,2609,4389,438.625
2015-01-17 04:00,26.77,43144,2534,4355,438.625
2015-01-17 05:00,26.88,43953,2443,4382,438.625
2015-01-17 06:00,27.1,45182,2372,4451,438.625
2015-01-17 07:00,27.96,47036,2302,4467,438.625
2015-01-17 08:00,28.47,48981,2285,4495,438.625
2015-01-17 09:00,29.09,50533,2295,4536,438.625
2015-01-17 10:00,29.29,51531,2341,4662,438.625
2015-01-17 11:00,29.1,51531,2363,4817,438.625
2015-01-17 12:00,28.61,51408,2466,5064,438.625
2015-01-17 13:00,28.24,51063,2443,5106,438.625
2015-01-17 14:00,28.16,51123,2468,5041,438.625
2015-01-17 15:00,28.58,52278,2491,4899,438.625
2015-01-17 16:00,29.33,54025,2504,4814,438.625
2015-01-17 17:00,30.39,55032,2520,4794,438.625
2015-01-17 18:00,29.77,54315,2518,4789,438.625
2015-01-17 19:00,28.94,52464,2478,4743,438.625
2015-01-17 20:00,27.94,50648,2422,4690,438.625
2015-01-17 21:00,27.67,49608,2392,4681,438.625
2015-01-17 22:00,27.38,48197,2391,4685,438.625
2015-01-17 23:00,26.7,46586,2374,4627,438.625
2015-01-18 00:00,26.26,44694,2588,4827,438.625
2015-01-18 01:00,25.97,43666,2548,4635,438.625
2015-01-18 02:00,25.64,43168,2465,4399,438.625
2015-01-18 03:00,25.68,43076,2412,4255,438.625
2015-01-18 04:00,25.39,43243,2259,4012,438.625
2015-01-18 05:00,25.79,43674,2133,3772,438.625
2015-01-18 06:00,26.43,44440,2054,3603,438.625
2015-01-18 07:00,26.78,45715,1941,3403,438.625
2015-01-18 08:00,27.11,46782,1890,3242,438.625
2015-01-18 09:00,27.46,48286,1755,3019,438.625
2015-01-18 10:00,27.9,49513,1630,2827,438.625
2015-01-18 11:00,28.24,50135,1535,2646,438.625
2015-01-18 12:00,28.16,50141,1440,2465,438.625
2015-01-18 13:00,27.89,50073,1324,2216,438.625
2015-01-18 14:00,28.25,50332,1303,2044,438.625
2015-01-18 15:00,29.24,51279,1249,1864,438.625
2015-01-18 16:00,30.45,52783,1227,1767,438.625
2015-01-18 17:00,32.32,53862,1198,1706,438.625
2015-01-18 18:00,32.34,53466,1205,1700,438.625
2015-01-18 19:00,30.93,52437,1240,1716,438.625
2015-01-18 20:00,29.8,51054,1188,1634,438.625
2015-01-18 21:00,29.66,49999,1108,1525,438.625
2015-01-18 22:00,29.34,48260,1063,1429,438.625
2015-01-18 23:00,28.47,46390,1036,1341,438.625
2015-01-19 00:00,27.89,45223,993,1284,414.1428571
2015-01-19 01:00,27.67,44421,942,1189,414.1428571
2015-01-19 02:00,27.61,44269,931,1140,414.1428571
2015-01-19 03:00,27.7,44604,894,1072,414.1428571
2015-01-19 04:00,28.03,45683,888,1047,414.1428571
2015-01-19 05:00,29.16,48518,920,1060,414.1428571
2015-01-19 06:00,32.08,53111,921,1050,414.1428571
2015-01-19 07:00,38.7,57720,878,1007,414.1428571
2015-01-19 08:00,44.76,59189,890,1021,414.1428571
2015-01-19 09:00,40.41,58775,914,1059,414.1428571
2015-01-19 10:00,37.62,58671,936,1096,414.1428571
2015-01-19 11:00,36.19,58514,993,1162,414.1428571
2015-01-19 12:00,40.44,58185,1040,1219,414.1428571
2015-01-19 13:00,42.68,57974,1042,1223,414.1428571
2015-01-19 14:00,41.79,58011,1111,1306,414.1428571
2015-01-19 15:00,36.55,58473,1203,1434,414.1428571
2015-01-19 16:00,37.22,59349,1296,1588,414.1428571
2015-01-19 17:00,42.89,59825,1357,1734,414.1428571
2015-01-19 18:00,35.22,59049,1440,1929,414.1428571
2015-01-19 19:00,31.97,57729,1491,2053,414.1428571
2015-01-19 20:00,30.49,55811,1454,2037,414.1428571
2015-01-19 21:00,29.88,54295,1479,2088,414.1428571
2015-01-19 22:00,29.11,51913,1447,2080,414.1428571
2015-01-19 23:00,28.6,49301,1413,2013,414.1428571
2015-01-20 00:00,28.61,47544,1233,1728,414.1428571
2015-01-20 01:00,28.21,46554,1269,1779,414.1428571
2015-01-20 02:00,28.06,46237,1312,1848,414.1428571
2015-01-20 03:00,28.02,46436,1337,1876,414.1428571
2015-01-20 04:00,28.38,47808,1422,1992,414.1428571
2015-01-20 05:00,29.55,50425,1473,2094,414.1428571
2015-01-20 06:00,32,54870,1550,2200,414.1428571
2015-01-20 07:00,44.42,59322,1612,2272,414.1428571
2015-01-20 08:00,45.01,61784,1652,2314,414.1428571
2015-01-20 09:00,44.05,61077,1693,2403,414.1428571
2015-01-20 10:00,40.56,60905,1708,2421,414.1428571
2015-01-20 11:00,38.96,60517,1736,2433,414.1428571
2015-01-20 12:00,36.94,59814,1724,2392,414.1428571
2015-01-20 13:00,37.36,59758,1725,2371,414.1428571
2015-01-20 14:00,37.46,59742,1681,2307,414.1428571
2015-01-20 15:00,38.97,60226,1768,2398,414.1428571
2015-01-20 16:00,44.51,61008,1746,2375,414.1428571
2015-01-20 17:00,45.26,61368,1772,2392,414.1428571
2015-01-20 18:00,44.41,60448,1811,2409,414.1428571
2015-01-20 19:00,33.32,59092,1752,2294,414.1428571
2015-01-20 20:00,30.75,57164,1725,2215,414.1428571
2015-01-20 21:00,30.12,55505,1731,2162,414.1428571
2015-01-20 22:00,29.42,52990,1661,2040,414.1428571
2015-01-20 23:00,28.5,50503,1657,1999,414.1428571
