Date, Price [EUR/MWh], Grid load forecast [MW],Wind power forecast (SE) [MWh],Total Wind [MWh],Hydro reservoir [GWh]
2019-06-12 22:00,29.08,35830,3017,4079,491.5714286
2019-06-12 23:00,19.74,34070,2927,5444,491.5714286
2019-06-13 00:00,19.47,33029,2715,5348,491.5714286
2019-06-13 01:00,18.93,32598,2547,5159,491.5714286
2019-06-13 02:00,19.06,32448,2389,4921,491.5714286
2019-06-13 03:00,18.15,32514,2219,4698,491.5714286
2019-06-13 04:00,26.9,34033,2093,4502,491.5714286
2019-06-13 05:00,31.45,37271,1958,4151,491.5714286
2019-06-13 06:00,33.5,40579,1811,3811,491.5714286
2019-06-13 07:00,35.18,41727,1657,3583,491.5714286
2019-06-13 08:00,35.01,41946,1650,3512,491.5714286
2019-06-13 09:00,33.04,42269,1695,3529,491.5714286
2019-06-13 10:00,31.04,42263,1804,3738,491.5714286
2019-06-13 11:00,29.92,41907,1696,3852,491.5714286
2019-06-13 12:00,29.11,41710,1712,4006,491.5714286
2019-06-13 13:00,29.89,41366,1568,3958,491.5714286
2019-06-13 14:00,30.03,41277,1476,3803,491.5714286
2019-06-13 15:00,31.16,40981,1342,3460,491.5714286
2019-06-13 16:00,32.93,41062,1115,2965,491.5714286
2019-06-13 17:00,33.58,40446,927,2408,491.5714286
2019-06-13 18:00,33.48,39894,825,1995,491.5714286
2019-06-13 19:00,32.92,39006,828,1808,491.5714286
2019-06-13 20:00,32.95,38261,910,1822,491.5714286
2019-06-13 21:00,32.24,37368,894,1779,491.5714286
2019-06-13 22:00,30.62,35588,925,1782,491.5714286
2019-06-13 23:00,28.98,33334,891,2210,491.5714286
2019-06-14 00:00,28.08,32308,890,2277,491.5714286
2019-06-14 01:00,25.98,31956,915,2349,491.5714286
2019-06-14 02:00,25.23,31758,832,2210,491.5714286
2019-06-14 03:00,25.35,31857,838,2101,491.5714286
2019-06-14 04:00,28.52,33474,780,1977,491.5714286
2019-06-14 05:00,31.82,36723,654,1772,491.5714286
2019-06-14 06:00,33.32,40093,561,1571,491.5714286
2019-06-14 07:00,34.99,41626,464,1528,491.5714286
2019-06-14 08:00,34.92,41756,379,1539,491.5714286
2019-06-14 09:00,34.85,41969,353,1554,491.5714286
2019-06-14 10:00,34.9,41630,446,1667,491.5714286
2019-06-14 11:00,34.11,41153,298,1526,491.5714286
2019-06-14 12:00,32.82,40509,299,1509,491.5714286
2019-06-14 13:00,32.58,39994,319,1496,491.5714286
2019-06-14 14:00,32.75,39449,383,1581,491.5714286
2019-06-14 15:00,32.02,39165,398,1622,491.5714286
2019-06-14 16:00,32.8,39092,424,1646,491.5714286
2019-06-14 17:00,32.91,38524,422,1513,491.5714286
2019-06-14 18:00,32.7,37965,429,1359,491.5714286
2019-06-14 19:00,31.61,36808,481,1396,491.5714286
2019-06-14 20:00,31,36115,624,1571,491.5714286
2019-06-14 21:00,30.26,35445,797,1900,491.5714286
2019-06-14 22:00,29.56,34072,961,2249,491.5714286
2019-06-14 23:00,29.22,32662,993,2337,491.5714286
2019-06-15 00:00,28.29,31516,1124,2495,491.5714286
2019-06-15 01:00,27.07,30795,1173,2535,491.5714286
2019-06-15 02:00,24.91,30340,1163,2550,491.5714286
2019-06-15 03:00,21.94,29958,1180,2571,491.5714286
2019-06-15 04:00,22.93,30201,1067,2422,491.5714286
2019-06-15 05:00,22.88,31103,906,2298,491.5714286
2019-06-15 06:00,26.57,32534,772,2296,491.5714286
2019-06-15 07:00,28.62,34272,739,2524,491.5714286
2019-06-15 08:00,29.5,35715,745,2684,491.5714286
2019-06-15 09:00,29.36,36482,730,2864,491.5714286
2019-06-15 10:00,27.73,36559,720,3067,491.5714286
2019-06-15 11:00,25.02,36189,757,3376,491.5714286
2019-06-15 12:00,24.76,35917,798,3664,491.5714286
2019-06-15 13:00,23.38,35573,836,3839,491.5714286
2019-06-15 14:00,23.43,35318,884,4032,491.5714286
2019-06-15 15:00,23.79,35363,925,4027,491.5714286
2019-06-15 16:00,28.11,35816,1012,3885,491.5714286
2019-06-15 17:00,29.08,35980,1124,3548,491.5714286
2019-06-15 18:00,28.73,35478,1236,3075,491.5714286
2019-06-15 19:00,27.8,34744,1309,2865,491.5714286
2019-06-15 20:00,27.39,34157,1383,2820,491.5714286
2019-06-15 21:00,26.57,33697,1527,2901,491.5714286
2019-06-15 22:00,23.82,32735,1572,3080,491.5714286
2019-06-15 23:00,26.38,31517,1473,3291,491.5714286
2019-06-16 00:00,23.39,30511,1298,3022,491.5714286
2019-06-16 01:00,21.96,30053,1180,2850,491.5714286
2019-06-16 02:00,19.97,29702,1121,2760,491.5714286
2019-06-16 03:00,19.71,29285,970,2605,491.5714286
2019-06-16 04:00,19.96,29388,877,2528,491.5714286
2019-06-16 05:00,21.48,29943,741,2256,491.5714286
2019-06-16 06:00,26.2,31150,634,2058,491.5714286
2019-06-16 07:00,28.2,32746,544,1966,491.5714286
2019-06-16 08:00,28.09,34190,554,1937,491.5714286
2019-06-16 09:00,27.59,35217,577,1965,491.5714286
2019-06-16 10:00,28.05,35593,626,2048,491.5714286
2019-06-16 11:00,27.41,35530,681,2143,491.5714286
2019-06-16 12:00,24.15,35215,786,2226,491.5714286
2019-06-16 13:00,23.8,35095,876,2282,491.5714286
2019-06-16 14:00,25.98,35043,975,2342,491.5714286
2019-06-16 15:00,27.87,35314,1070,2418,491.5714286
2019-06-16 16:00,29.07,35851,1178,2444,491.5714286
2019-06-16 17:00,29.94,36137,1271,2410,491.5714286
2019-06-16 18:00,30.67,36125,1330,2337,491.5714286
2019-06-16 19:00,30.31,35636,1437,2322,491.5714286
2019-06-16 20:00,30.14,35301,1573,2345,491.5714286
2019-06-16 21:00,29.89,34738,1664,2400,491.5714286
2019-06-16 22:00,29.03,33529,1871,2597,491.5714286
2019-06-16 23:00,28.5,31959,1780,2535,491.5714286
2019-06-17 00:00,26.26,31218,1827,2575,521.5297619
2019-06-17 01:00,25.81,30900,1819,2575,521.5297619
2019-06-17 02:00,23.4,30688,1809,2596,521.5297619
2019-06-17 03:00,23.07,30785,1686,2531,521.5297619
2019-06-17 04:00,28.11,32551,1496,2352,521.5297619
2019-06-17 05:00,31.15,36113,1339,2202,521.5297619
2019-06-17 06:00,33.19,39335,1253,2170,521.5297619
2019-06-17 07:00,35.13,40645,1208,2265,521.5297619
2019-06-17 08:00,35.07,40961,1298,2509,521.5297619
2019-06-17 09:00,33.92,41333,1407,2805,521.5297619
2019-06-17 10:00,33.32,41286,1587,3136,521.5297619
2019-06-17 11:00,33.25,41041,1753,3455,521.5297619
2019-06-17 12:00,32.5,40984,1901,3641,521.5297619
2019-06-17 13:00,32.79,40681,2048,3750,521.5297619
2019-06-17 14:00,31.76,40368,2244,3840,521.5297619
2019-06-17 15:00,31.09,39934,2182,3636,521.5297619
2019-06-17 16:00,31.44,39904,2235,3458,521.5297619
2019-06-17 17:00,31.91,39375,2153,3091,521.5297619
2019-06-17 18:00,31.91,38700,1949,2648,521.5297619
2019-06-17 19:00,31.17,37748,1959,2508,521.5297619
2019-06-17 20:00,30.69,36980,1981,2534,521.5297619
2019-06-17 21:00,29.6,36084,2122,2801,521.5297619
2019-06-17 22:00,28.92,34121,2098,2964,521.5297619
2019-06-17 23:00,28.3,32646,2055,2916,521.5297619
2019-06-18 00:00,27.17,31600,1990,3079,521.5297619
2019-06-18 01:00,25.49,31048,1990,3230,521.5297619
2019-06-18 02:00,23.8,30820,1829,3138,521.5297619
2019-06-18 03:00,22.62,30958,1835,3150,521.5297619
2019-06-18 04:00,28.08,32651,1710,2819,521.5297619
2019-06-18 05:00,31.31,36136,1569,2505,521.5297619
2019-06-18 06:00,34.09,39565,1506,2416,521.5297619
2019-06-18 07:00,35.12,40698,1531,2488,521.5297619
2019-06-18 08:00,36.01,40818,1842,2795,521.5297619
2019-06-18 09:00,35.58,41346,2047,2994,521.5297619
2019-06-18 10:00,34.97,41389,2225,3170,521.5297619
2019-06-18 11:00,34.33,41068,2383,3307,521.5297619
2019-06-18 12:00,33.36,40822,2533,3473,521.5297619
2019-06-18 13:00,32.79,40593,2649,3624,521.5297619
2019-06-18 14:00,31.7,40179,2724,3676,521.5297619
2019-06-18 15:00,30.96,39823,2573,3402,521.5297619
2019-06-18 16:00,31.41,39703,2482,3246,521.5297619
2019-06-18 17:00,31.68,39049,2236,2808,521.5297619
2019-06-18 18:00,31.72,38551,2009,2462,521.5297619
2019-06-18 19:00,30.99,37812,1988,2401,521.5297619
2019-06-18 20:00,30.65,37072,1995,2446,521.5297619
2019-06-18 21:00,30.32,36087,1930,2483,521.5297619
2019-06-18 22:00,29.57,34307,1912,2428,521.5297619
2019-06-18 23:00,29.08,32469,1913,2190,521.5297619
2019-06-19 00:00,28.42,31430,1952,2294,521.5297619
2019-06-19 01:00,28.26,30981,1898,2231,521.5297619
2019-06-19 02:00,28.16,30766,1780,2101,521.5297619
2019-06-19 03:00,28.41,30802,1565,1890,521.5297619
2019-06-19 04:00,29.79,32336,1302,1629,521.5297619
2019-06-19 05:00,32.06,35695,976,1334,521.5297619
2019-06-19 06:00,34.07,39089,714,1084,521.5297619
2019-06-19 07:00,34.9,40342,608,1003,521.5297619
2019-06-19 08:00,34.64,40594,578,1008,521.5297619
2019-06-19 09:00,35.06,40967,590,1061,521.5297619
2019-06-19 10:00,35,41027,632,1167,521.5297619
2019-06-19 11:00,35.57,40740,655,1298,521.5297619
2019-06-19 12:00,35.15,40532,677,1477,521.5297619
2019-06-19 13:00,35.12,40243,671,1565,521.5297619
2019-06-19 14:00,33.4,40074,689,1680,521.5297619
2019-06-19 15:00,32.39,39710,718,1834,521.5297619
2019-06-19 16:00,32.68,39569,708,1966,521.5297619
2019-06-19 17:00,32.97,38910,677,1925,521.5297619
2019-06-19 18:00,33.55,38461,667,1791,521.5297619
2019-06-19 19:00,32.54,37737,738,1853,521.5297619
2019-06-19 20:00,31.79,37088,884,2107,521.5297619
2019-06-19 21:00,30.99,36109,1071,2311,521.5297619
2019-06-19 22:00,30.71,34330,1131,2129,521.5297619
2019-06-19 23:00,30.3,32649,1233,2244,521.5297619
2019-06-20 00:00,29.42,31624,1278,2245,521.5297619
2019-06-20 01:00,28.34,31095,1338,2456,521.5297619
2019-06-20 02:00,27.28,30762,1296,2423,521.5297619
2019-06-20 03:00,25.2,30811,1272,2392,521.5297619
2019-06-20 04:00,26.78,32356,1243,2361,521.5297619
2019-06-20 05:00,30.62,35549,1201,2386,521.5297619
2019-06-20 06:00,32.6,38929,1241,2433,521.5297619
2019-06-20 07:00,32.79,40213,1287,2474,521.5297619
2019-06-20 08:00,32.6,40471,1490,2691,521.5297619
2019-06-20 09:00,32.53,40821,1596,2838,521.5297619
2019-06-20 10:00,32.08,40763,1714,3026,521.5297619
2019-06-20 11:00,31.98,40419,1843,3279,521.5297619
2019-06-20 12:00,31.37,39931,1979,3469,521.5297619
2019-06-20 13:00,31.13,39520,2068,3538,521.5297619
2019-06-20 14:00,30.58,39132,2080,3547,521.5297619
2019-06-20 15:00,30.12,38725,2066,3484,521.5297619
2019-06-20 16:00,30.16,38712,2069,3339,521.5297619
2019-06-20 17:00,30.5,38087,2058,3194,521.5297619
2019-06-20 18:00,30.59,37386,1986,2939,521.5297619
2019-06-20 19:00,30,36540,1939,2686,521.5297619
2019-06-20 20:00,29.11,36026,1978,2575,521.5297619
2019-06-20 21:00,28.51,35245,2062,2606,521.5297619
2019-06-20 22:00,28.02,33711,2081,2605,521.5297619
2019-06-20 23:00,29.1,31656,2048,2606,521.5297619
2019-06-21 00:00,28.35,30639,2087,2600,521.5297619
2019-06-21 01:00,27.78,30007,2063,2535,521.5297619
2019-06-21 02:00,27.75,29585,1911,2410,521.5297619
2019-06-21 03:00,27.46,29513,1822,2356,521.5297619
2019-06-21 04:00,29.02,30129,1655,2203,521.5297619
2019-06-21 05:00,30.31,31987,1476,2024,521.5297619
2019-06-21 06:00,31.38,34560,1391,1983,521.5297619
2019-06-21 07:00,31.84,36348,1422,2083,521.5297619
2019-06-21 08:00,31.9,37204,1432,2154,521.5297619
2019-06-21 09:00,32,37637,1533,2335,521.5297619
2019-06-21 10:00,31.9,37443,1670,2585,521.5297619
2019-06-21 11:00,31.64,37170,1821,2953,521.5297619
2019-06-21 12:00,31.1,36445,1962,3302,521.5297619
2019-06-21 13:00,30.12,35849,2089,3601,521.5297619
2019-06-21 14:00,29.96,35388,2157,3829,521.5297619
2019-06-21 15:00,29.95,35279,2228,4077,521.5297619
2019-06-21 16:00,29.9,35191,2271,4174,521.5297619
2019-06-21 17:00,29.99,34990,2375,4326,521.5297619
2019-06-21 18:00,29.98,34505,2385,4277,521.5297619
2019-06-21 19:00,29.1,33766,2343,4060,521.5297619
2019-06-21 20:00,29.56,33572,2408,3991,521.5297619
2019-06-21 21:00,28.94,33321,2571,4123,521.5297619
2019-06-21 22:00,28.42,32431,2775,4289,521.5297619
2019-06-21 23:00,29.29,30735,2892,4224,521.5297619
2019-06-22 00:00,27.21,29734,3087,4323,521.5297619
2019-06-22 01:00,25.08,29132,3143,4305,521.5297619
2019-06-22 02:00,24.18,28652,3183,4326,521.5297619
2019-06-22 03:00,20.83,28215,3266,4372,521.5297619
2019-06-22 04:00,21.63,28245,3272,4338,521.5297619
2019-06-22 05:00,25.45,28944,3282,4287,521.5297619
2019-06-22 06:00,28.19,30210,3331,4271,521.5297619
2019-06-22 07:00,29.14,31847,3298,4195,521.5297619
2019-06-22 08:00,29.03,33350,3253,4038,521.5297619
2019-06-22 09:00,28.82,34198,3426,4110,521.5297619
2019-06-22 10:00,28.06,34357,3469,4055,521.5297619
2019-06-22 11:00,27.74,34050,3552,4129,521.5297619
2019-06-22 12:00,26.44,33997,3643,4219,521.5297619
2019-06-22 13:00,25.92,33706,3657,4241,521.5297619
2019-06-22 14:00,26.28,33569,3669,4248,521.5297619
2019-06-22 15:00,27.56,33610,3641,4207,521.5297619
2019-06-22 16:00,28.88,34156,3484,4000,521.5297619
2019-06-22 17:00,29.3,34297,3225,3698,521.5297619
2019-06-22 18:00,29.68,34015,3010,3444,521.5297619
2019-06-22 19:00,29.37,33296,2854,3239,521.5297619
2019-06-22 20:00,29.27,32567,2779,3140,521.5297619
2019-06-22 21:00,29.28,32128,2741,3118,521.5297619
2019-06-22 22:00,27.28,31509,2667,3042,521.5297619
2019-06-22 23:00,25.21,30812,2723,3070,521.5297619
2019-06-23 00:00,20.4,29927,2642,2961,521.5297619
2019-06-23 01:00,20,29460,2598,2926,521.5297619
2019-06-23 02:00,19.04,29012,2468,2798,521.5297619
2019-06-23 03:00,15.41,28547,2293,2613,521.5297619
2019-06-23 04:00,19.74,28484,2056,2372,521.5297619
2019-06-23 05:00,21.81,29035,1717,2020,521.5297619
2019-06-23 06:00,22.2,30215,1471,1771,521.5297619
2019-06-23 07:00,25.79,31714,1307,1637,521.5297619
2019-06-23 08:00,26.31,33139,1332,1637,521.5297619
2019-06-23 09:00,25.37,34375,1412,1693,521.5297619
2019-06-23 10:00,24.17,34793,1521,1775,521.5297619
2019-06-23 11:00,22.04,34740,1529,1766,521.5297619
2019-06-23 12:00,21.8,34605,1443,1678,521.5297619
2019-06-23 13:00,22.14,34486,1396,1635,521.5297619
2019-06-23 14:00,23.18,34520,1267,1552,521.5297619
2019-06-23 15:00,26.38,34651,1310,1650,521.5297619
2019-06-23 16:00,28.19,35030,1237,1626,521.5297619
2019-06-23 17:00,30.07,35158,1198,1643,521.5297619
2019-06-23 18:00,31,34955,1196,1662,521.5297619
2019-06-23 19:00,31.28,34414,1125,1607,521.5297619
2019-06-23 20:00,31.03,34160,1176,1705,521.5297619
2019-06-23 21:00,30.92,33695,1330,1922,521.5297619
2019-06-23 22:00,28.79,32654,1348,1978,521.5297619
2019-06-23 23:00,26.74,31137,1494,2148,521.5297619
2019-06-24 00:00,25.38,30410,1528,2235,538.8690476
2019-06-24 01:00,23.62,29968,1665,2455,538.8690476
2019-06-24 02:00,24.11,29854,1703,2580,538.8690476
2019-06-24 03:00,24.37,29919,1628,2555,538.8690476
2019-06-24 04:00,26.73,31748,1407,2279,538.8690476
2019-06-24 05:00,32.31,35456,1257,2105,538.8690476
2019-06-24 06:00,35.18,38938,1052,1898,538.8690476
2019-06-24 07:00,35.66,40397,898,1816,538.8690476
2019-06-24 08:00,35.1,40833,824,1763,538.8690476
2019-06-24 09:00,34.01,41353,656,1616,538.8690476
2019-06-24 10:00,33.81,41390,602,1554,538.8690476
2019-06-24 11:00,33.78,41088,627,1613,538.8690476
2019-06-24 12:00,33.14,40823,635,1658,538.8690476
2019-06-24 13:00,32.93,40353,681,1754,538.8690476
2019-06-24 14:00,32.24,39890,709,1879,538.8690476
2019-06-24 15:00,32.81,39520,746,1993,538.8690476
2019-06-24 16:00,34.74,39623,724,2041,538.8690476
2019-06-24 17:00,34.66,39126,663,1995,538.8690476
2019-06-24 18:00,34.52,38377,701,1989,538.8690476
2019-06-24 19:00,33.43,37370,762,2024,538.8690476
2019-06-24 20:00,32.37,36762,921,2305,538.8690476
2019-06-24 21:00,32.06,35859,1124,2640,538.8690476
2019-06-24 22:00,28.82,34319,1303,2953,538.8690476
2019-06-24 23:00,28.12,32718,1443,3349,538.8690476
2019-06-25 00:00,24.75,31699,1549,3528,538.8690476
2019-06-25 01:00,24.08,31277,1617,3705,538.8690476
2019-06-25 02:00,24.2,31145,1532,3575,538.8690476
2019-06-25 03:00,23.6,31189,1445,3429,538.8690476
2019-06-25 04:00,27.23,32711,1245,3103,538.8690476
2019-06-25 05:00,32.44,35761,966,2643,538.8690476
2019-06-25 06:00,35.15,39106,725,2216,538.8690476
2019-06-25 07:00,35.33,40485,593,1990,538.8690476
2019-06-25 08:00,35.51,40637,557,1840,538.8690476
2019-06-25 09:00,35.59,41047,516,1692,538.8690476
2019-06-25 10:00,35.46,41109,514,1628,538.8690476
2019-06-25 11:00,34.96,40861,546,1716,538.8690476
2019-06-25 12:00,34.83,40552,565,1758,538.8690476
2019-06-25 13:00,34.81,40321,558,1701,538.8690476
2019-06-25 14:00,33.81,39892,576,1685,538.8690476
2019-06-25 15:00,33.57,39599,569,1628,538.8690476
2019-06-25 16:00,35.05,39452,591,1559,538.8690476
2019-06-25 17:00,35.22,39018,605,1463,538.8690476
2019-06-25 18:00,35.18,38599,655,1420,538.8690476
2019-06-25 19:00,34,37915,735,1484,538.8690476
2019-06-25 20:00,33.15,37263,773,1656,538.8690476
2019-06-25 21:00,31.77,36395,909,1924,538.8690476
2019-06-25 22:00,30.36,34722,970,2056,538.8690476
2019-06-25 23:00,29.82,32913,977,1675,538.8690476
2019-06-26 00:00,29.82,31784,1004,1666,538.8690476
2019-06-26 01:00,29.71,31302,901,1528,538.8690476
2019-06-26 02:00,29.59,31012,765,1323,538.8690476
2019-06-26 03:00,29.08,31077,644,1175,538.8690476
2019-06-26 04:00,30.22,32604,511,1076,538.8690476
2019-06-26 05:00,33.2,36005,381,992,538.8690476
2019-06-26 06:00,34.95,39311,274,911,538.8690476
2019-06-26 07:00,35.99,40893,266,1041,538.8690476
2019-06-26 08:00,36.08,41414,276,1330,538.8690476
2019-06-26 09:00,35.82,41842,296,1725,538.8690476
2019-06-26 10:00,34.95,41870,370,2121,538.8690476
2019-06-26 11:00,34.61,41594,511,2611,538.8690476
2019-06-26 12:00,33.56,41358,669,3033,538.8690476
2019-06-26 13:00,32.64,41043,851,3465,538.8690476
2019-06-26 14:00,30.86,40775,1082,3991,538.8690476
2019-06-26 15:00,30.53,40457,1378,4519,538.8690476
2019-06-26 16:00,31.73,40303,1620,4861,538.8690476
2019-06-26 17:00,31.69,39714,1915,5261,538.8690476
2019-06-26 18:00,31.11,39064,2164,5501,538.8690476
2019-06-26 19:00,29.93,38117,2353,5588,538.8690476
2019-06-26 20:00,29.35,37537,2552,5895,538.8690476
2019-06-26 21:00,28.26,36601,2878,6367,538.8690476
2019-06-26 22:00,22.1,34949,3102,6733,538.8690476
2019-06-26 23:00,22.98,32850,3082,6640,538.8690476
2019-06-27 00:00,23.52,31655,3209,6763,538.8690476
2019-06-27 01:00,22.09,31149,3299,6916,538.8690476
2019-06-27 02:00,21.16,30959,3324,6935,538.8690476
2019-06-27 03:00,19.28,30936,3305,6889,538.8690476
2019-06-27 04:00,23.27,32442,3288,6812,538.8690476
2019-06-27 05:00,28.65,35718,3139,6545,538.8690476
2019-06-27 06:00,30.6,39052,3268,6555,538.8690476
2019-06-27 07:00,31.05,40422,3213,6516,538.8690476
2019-06-27 08:00,31.87,40843,3237,6301,538.8690476
2019-06-27 09:00,32.45,41452,3174,6026,538.8690476
2019-06-27 10:00,32.56,41477,3263,5934,538.8690476
2019-06-27 11:00,31.7,41202,3407,5991,538.8690476
2019-06-27 12:00,31.12,41040,3449,5893,538.8690476
2019-06-27 13:00,30.98,40718,3414,5728,538.8690476
2019-06-27 14:00,30.31,40465,3456,5679,538.8690476
2019-06-27 15:00,30.47,40078,3390,5536,538.8690476
2019-06-27 16:00,31.07,40111,3282,5292,538.8690476
2019-06-27 17:00,31.36,39532,3152,5035,538.8690476
2019-06-27 18:00,31.88,38953,3052,4791,538.8690476
2019-06-27 19:00,30.82,38003,2856,4429,538.8690476
2019-06-27 20:00,30.38,37289,2785,4244,538.8690476
2019-06-27 21:00,30.35,36408,2752,4230,538.8690476
2019-06-27 22:00,28.64,34838,2682,4156,538.8690476
2019-06-27 23:00,28.12,33530,2591,3723,538.8690476
2019-06-28 00:00,28.31,32487,2503,3515,538.8690476
2019-06-28 01:00,28.13,32066,2461,3400,538.8690476
2019-06-28 02:00,28.06,31710,2402,3267,538.8690476
2019-06-28 03:00,27.34,31756,2243,3045,538.8690476
2019-06-28 04:00,29.32,33281,2115,2862,538.8690476
2019-06-28 05:00,31.59,36415,1923,2580,538.8690476
2019-06-28 06:00,32.54,39768,1786,2385,538.8690476
2019-06-28 07:00,33.42,41445,1694,2292,538.8690476
2019-06-28 08:00,33.51,41786,1685,2213,538.8690476
2019-06-28 09:00,33.53,42107,1647,2160,538.8690476
2019-06-28 10:00,33.17,41882,1677,2206,538.8690476
2019-06-28 11:00,32.81,41378,1706,2295,538.8690476
2019-06-28 12:00,32.29,40864,1828,2450,538.8690476
2019-06-28 13:00,31.97,40253,1949,2587,538.8690476
2019-06-28 14:00,30.85,39571,2109,2739,538.8690476
2019-06-28 15:00,30.39,39189,2135,2778,538.8690476
2019-06-28 16:00,30.87,39041,1965,2637,538.8690476
2019-06-28 17:00,31.43,38494,1774,2480,538.8690476
2019-06-28 18:00,31.48,37834,1564,2302,538.8690476
2019-06-28 19:00,30.42,36647,1525,2259,538.8690476
2019-06-28 20:00,29.79,35946,1562,2325,538.8690476
2019-06-28 21:00,28.88,35282,1804,2595,538.8690476
2019-06-28 22:00,28.4,34157,2159,3011,538.8690476
2019-06-28 23:00,28.47,32810,2271,3269,538.8690476
2019-06-29 00:00,27.14,31728,2517,3536,538.8690476
2019-06-29 01:00,26.56,31092,2662,3762,538.8690476
2019-06-29 02:00,25.08,30571,2771,3987,538.8690476
2019-06-29 03:00,24.39,30157,2811,4090,538.8690476
2019-06-29 04:00,23.92,30294,2873,4159,538.8690476
2019-06-29 05:00,24.93,31125,2823,4064,538.8690476
2019-06-29 06:00,26.32,32566,2826,4027,538.8690476
2019-06-29 07:00,26.61,34440,2916,4191,538.8690476
2019-06-29 08:00,27.54,35964,3015,4277,538.8690476
2019-06-29 09:00,27.58,36855,3201,4538,538.8690476
2019-06-29 10:00,27.46,36928,3198,4597,538.8690476
2019-06-29 11:00,27.38,36616,3303,4743,538.8690476
2019-06-29 12:00,25.57,36408,3380,4788,538.8690476
2019-06-29 13:00,24.95,36032,3429,4809,538.8690476
2019-06-29 14:00,24.97,35762,3493,4865,538.8690476
2019-06-29 15:00,26.26,35777,3447,4803,538.8690476
2019-06-29 16:00,27.57,36096,3362,4625,538.8690476
2019-06-29 17:00,29.23,36135,3210,4317,538.8690476
2019-06-29 18:00,29.3,35615,3085,3988,538.8690476
2019-06-29 19:00,29.02,34849,2943,3677,538.8690476
2019-06-29 20:00,28.64,34378,2810,3451,538.8690476
2019-06-29 21:00,27.91,33978,2718,3339,538.8690476
2019-06-29 22:00,27.35,33107,2556,3149,538.8690476
2019-06-29 23:00,26.54,31810,2515,3225,538.8690476
2019-06-30 00:00,25.08,30774,2347,3144,538.8690476
2019-06-30 01:00,24.01,30275,2114,2957,538.8690476
2019-06-30 02:00,20.75,29836,2008,2892,538.8690476
2019-06-30 03:00,16.68,29365,1740,2730,538.8690476
2019-06-30 04:00,12.02,29394,1401,2490,538.8690476
2019-06-30 05:00,14.14,29882,1104,2318,538.8690476
2019-06-30 06:00,15.94,31067,818,2138,538.8690476
2019-06-30 07:00,21.26,32616,707,2222,538.8690476
2019-06-30 08:00,22.15,34002,722,2487,538.8690476
2019-06-30 09:00,23.05,35057,853,2934,538.8690476
2019-06-30 10:00,23.56,35541,1161,3510,538.8690476
2019-06-30 11:00,24.1,35591,1620,4285,538.8690476
2019-06-30 12:00,23.01,35326,2106,5016,538.8690476
2019-06-30 13:00,20,35167,2699,5917,538.8690476
2019-06-30 14:00,15.02,35141,3233,6864,538.8690476
2019-06-30 15:00,12.07,35299,3779,7644,538.8690476
2019-06-30 16:00,21.11,35673,4335,8189,538.8690476
2019-06-30 17:00,26.16,35846,4717,8408,538.8690476
2019-06-30 18:00,26.01,35654,4878,8214,538.8690476
2019-06-30 19:00,25.91,35109,4979,7892,538.8690476
2019-06-30 20:00,25.88,34869,4948,7643,538.8690476
2019-06-30 21:00,24.49,34418,4874,7531,538.8690476
2019-06-30 22:00,21.73,33294,4828,7541,538.8690476
2019-06-30 23:00,24.37,32023,4787,7713,538.8690476
2019-07-01 00:00,20.51,31136,4668,7625,551.5119048
2019-07-01 01:00,20.09,30759,4555,7538,551.5119048
2019-07-01 02:00,20.83,30617,4025,6910,551.5119048
2019-07-01 03:00,21.87,30679,3859,6620,551.5119048
2019-07-01 04:00,24.54,32131,3689,6327,551.5119048
2019-07-01 05:00,27.67,35490,3627,6202,551.5119048
2019-07-01 06:00,30.8,38819,3626,6320,551.5119048
2019-07-01 07:00,32.21,40325,3643,6716,551.5119048
2019-07-01 08:00,32.27,40719,3763,6981,551.5119048
2019-07-01 09:00,32.11,41127,3925,7367,551.5119048
2019-07-01 10:00,31.46,41234,4070,7765,551.5119048
2019-07-01 11:00,29.45,41055,4040,8100,551.5119048
2019-07-01 12:00,28.1,41078,4036,8354,551.5119048
2019-07-01 13:00,27.94,40878,3998,8511,551.5119048
2019-07-01 14:00,27.64,40526,3936,8632,551.5119048
2019-07-01 15:00,27.16,40214,3807,8566,551.5119048
2019-07-01 16:00,27.87,40195,3758,8421,551.5119048
2019-07-01 17:00,28.88,39704,3627,8152,551.5119048
2019-07-01 18:00,28.73,39016,3461,7655,551.5119048
2019-07-01 19:00,28.13,38063,3428,7304,551.5119048
2019-07-01 20:00,27.75,37329,3514,7326,551.5119048
2019-07-01 21:00,27.44,36478,3718,7596,551.5119048
2019-07-01 22:00,26.08,34861,3804,7775,551.5119048
2019-07-01 23:00,25.02,33010,3952,7998,551.5119048
2019-07-02 00:00,24.09,32061,4094,8245,551.5119048
2019-07-02 01:00,22.73,31652,4147,8404,551.5119048
2019-07-02 02:00,21.53,31451,4136,8431,551.5119048
2019-07-02 03:00,20.57,31563,4098,8373,551.5119048
2019-07-02 04:00,21.49,32966,3998,8237,551.5119048
2019-07-02 05:00,25.24,35863,3961,8176,551.5119048
2019-07-02 06:00,27.54,39161,3964,8238,551.5119048
2019-07-02 07:00,28.3,40744,3891,8460,551.5119048
2019-07-02 08:00,29.49,41224,3837,8422,551.5119048
2019-07-02 09:00,29.87,41790,3669,8303,551.5119048
2019-07-02 10:00,30.36,41867,3421,7980,551.5119048
