Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2016-01-09,25.274836485370628,25.291063029624546,22.901348493693156,23.561245352045233,18.870793083053357,16.168050338536617,6.642373849381961,24.492219110285202,27.757698188207787,28.93344924196911,35.9325101568553,34.965566712998296,31.124355801211085,26.45300938085366,19.790544865179562,22.39217063227934,25.217451200913516,34.52928617158546,40.57116037805386,28.081997811906806,15.526673081759625,13.872288159443052,28.21559236952947,28.252516506299227
2016-01-10,24.586388679000834,26.06861541987854,21.864918400343704,19.79335903424286,14.896012590340096,10.90330206803229,-0.7009957500156005,9.023911087277646,15.108752318198519,10.60797013928633,14.239386355856247,25.820070060529094,32.12057845515636,30.382648642183224,20.44516582683653,20.849958544633072,27.960622540654953,39.76982031258669,45.17530191081444,48.477465440386524,36.52007138329681,32.145740823748284,26.079185841571572,17.21519326138886
2016-01-11,24.881750367832385,22.742314195242194,19.639137395892384,18.928873686797665,19.01753453006161,22.247724591494016,32.200568095080044,45.039317826377136,47.082444627903406,44.89349988238311,42.86790704944178,44.20564257883064,39.59941722289668,38.65982794021674,36.22468425037213,34.92419952518706,36.15447859352341,43.31837454882242,47.55758957038888,44.51348227932818,44.29927237717112,36.58147153261088,32.71789239474253,28.302536478136922
2016-01-12,23.369483589400527,25.836374429738942,24.33063768907305,20.551287455218173,21.713818725788833,25.35462918895165,32.81582976977117,42.56385229152073,45.53118697928962,43.12432981700684,41.516329913921695,40.604857519019944,41.034419661118854,43.38819467755124,43.86835369166868,40.976524228491606,41.731587849532545,48.13065112666814,49.111623908861276,48.1271567654103,42.371653811394694,33.91631923156243,35.27210070207573,33.54203294796122
2016-01-13,25.999884980128474,24.975961382486243,24.782538342119288,21.718755420272217,20.42681509716681,24.088160561262477,32.46841445336505,44.246170565443585,48.11357488402098,46.640061841386455,45.55203322841882,41.668441040676875,41.0797926521764,38.771040382584154,37.85477307297193,35.884705731086484,35.81288740437017,41.67186520417505,49.91745818831908,47.36580566233748,39.21873801259301,33.51294472930957,37.92434212671545,35.12147991802607
2016-01-14,28.851048784283172,28.597531195690706,27.267494538441035,23.686548176428946,22.707216638098192,24.133091582165328,31.184362336824023,43.42535094203573,47.37284409126645,48.00017042026367,46.60221338291841,48.18087094673056,44.56414971837883,43.65370717561904,42.56615814987991,40.82289412471725,40.66437807783942,47.318241686703274,51.70347639567222,51.18873055696633,43.394494625639986,36.93774399118264,39.21456747836296,41.97664215264105
2016-01-15,26.91766125577825,27.159511592613146,25.054519962310255,24.47013585492156,24.432459103076134,26.69011604918905,34.332014202788216,46.7554952497927,50.786125879320814,49.4731460905917,50.710133586305574,48.70263638998693,46.37490597465574,44.258927132946745,42.772646284531874,39.41540851270583,39.70748973450892,44.97266680642214,49.87486366473006,48.336424265405896,44.77965817309514,40.73625050275183,39.887127898259806,41.94503450365907
2016-01-16,35.198140251282375,29.116956625158778,27.975761421660668,26.68787768749837,23.85184964915138,26.52306231523592,27.77260318818286,38.516285509937696,42.35337402718877,45.66259248810702,48.13501116490527,47.843171635830586,43.05930135532072,37.67105824470094,35.04926400162922,34.544952765124854,36.27937780595961,42.145617748170224,47.05845171129782,49.081855917414686,44.59347792944839,38.45106284309028,42.15389545116615,43.06332104463762
2016-01-17,26.628355401062795,26.235879796050995,23.670204236652566,23.032843657086946,20.424670313976566,23.767014353551524,21.817520757312533,30.87187188245459,35.381463513692125,36.38130047040777,38.967199594767855,42.72742929726826,43.6516712066251,39.01366706451617,33.377247436966215,31.16640382046819,31.864398302494443,40.33540585757979,48.417062964595694,46.5981426477333,45.96580202536417,41.817927178276335,37.90020304676024,37.86624060889814
2016-01-18,18.67241951169529,21.466941709662798,22.32303619060514,19.056685734235813,21.240986915713172,22.85186009617368,30.183686464596928,45.237266023799435,47.73754698182353,48.57570570120895,47.169937915536465,46.19415336654127,43.65576059682286,42.24297130720993,41.26500695600868,40.214705729118876,41.64494205938175,46.40145235074354,50.55398237049482,49.20337873997295,44.82764036451192,39.774507920363625,42.29055750720894,41.24074308208473
2016-01-19,37.83402253046787,33.84442451962881,32.477850973428914,30.73606954825342,29.76338317270141,33.12180705705386,42.36904335597209,51.910635531506955,54.55904228272267,55.32179985868297,53.75462546151529,52.242473745584114,47.33147052155274,45.3763504201963,45.6022889141921,43.867162176996,45.06045977561637,50.44429480015163,57.83602052858041,55.70645273012945,51.37255958492082,42.464141223710776,43.47681468255165,42.96873874519373
2016-01-20,39.614336688882105,37.70987764185377,37.98318262441583,38.131298601339985,33.632586363466224,36.52060155650838,42.954334983141536,58.062367830960206,61.748201531651986,59.494970117962225,58.002864533783324,54.56549795290732,49.327780981404544,46.79401152361191,46.33204744558564,45.239848977869414,47.95733910464093,53.98170792886155,67.07983649981007,64.08419626240094,52.792613185812876,49.166449031545035,47.19802158334336,45.65312820155435
2016-01-21,42.01115898366143,38.22039512311941,40.31031629016176,38.33950346471878,38.134732810261774,39.05647256913086,43.27686504742301,58.729791801756875,60.89078838158661,60.35559990738751,57.19626960086713,54.359654274887895,51.32202879636932,51.606435095469095,50.22529978029392,46.96573394692847,48.42888702803539,54.29110712525363,67.94559795641239,64.48216837490038,55.24274163035894,54.123183935308816,49.81962609582249,46.38427142190251
2016-01-22,39.79740029734027,36.75884690269595,36.60677142594429,34.62936590877349,35.056527901861394,39.77991612434274,47.11539141568975,59.09190367679027,61.53547572980406,60.031948675044994,57.86732567282438,57.86897776625198,52.887644288679546,49.30581236431161,47.757438734289245,45.73238608295066,46.48306969390576,52.71720999738919,58.53190209906616,50.438168166780976,48.35081693083772,46.8218462182531,45.838496813180676,45.00374415432183
2016-01-23,31.55343230187134,33.31898566745236,30.846604089092825,25.37043962083071,20.866275771387755,24.34584644678026,27.367803993048,34.63936726741001,28.690054285965367,31.562400168552315,36.59340467922587,36.93163000062156,34.13233020971191,33.51792602606167,23.352788796646294,26.94258183054437,26.158098921847454,38.17458800117231,44.5554200089112,37.47005034173156,33.289033658501566,35.60652142871168,31.034035967049505,31.400746349070623
2016-01-24,32.00799941107765,30.036871118835517,26.10818172994932,27.43663660303802,22.872448022720867,23.225188546813722,24.383278063587344,9.336136862359524,7.492810395422538,7.499103420505364,13.76430676625015,21.94065576019292,26.059662616853828,17.824054099619545,3.40441795327952,8.497681769515829,15.016693187377825,25.627023224979013,41.76654210197267,42.715872912722205,35.42927901976516,41.189156892398344,33.63652901160549,35.846789842664165
2016-01-25,29.817316395907817,28.766526481161748,25.908381807901172,24.506978683805727,24.305523955732298,27.50419939918588,35.169769345632794,45.77620420491416,47.9435879145014,45.71736441188383,45.593078022239325,44.07745355191495,40.42640460742866,38.569652173539374,37.392025735370936,36.045601479733165,38.537899021645295,42.905369704501084,50.056024408733194,45.727664575255915,39.90130710593586,39.024812463901725,37.644826896946846,35.079987250457634
2016-01-26,28.76395714686698,26.78520194874627,23.75451535782682,20.445311110650593,17.146870846040983,25.38227436911519,32.12064100005014,42.48728695492313,43.608916435340255,44.07452026724908,44.77488897747185,42.6904410557688,37.62557136455242,36.01483641901821,34.63225734606622,29.90420710669079,33.84818050941256,41.63942115300814,46.71614069908994,43.38991793948473,41.3766642521883,35.43530158548269,40.00002928975054,38.269764359373205
2016-01-27,20.644822058203484,23.343967563467487,21.67233689230163,17.924824241212857,16.78660102723847,21.75128173261048,26.770942878929013,40.48999334259263,42.56555722685943,34.88916411900003,35.67053833933491,35.28793142868386,33.76200802869003,26.691943510849107,27.362419196422305,23.7383425962498,23.14360751034494,27.317590275553624,40.367073136367495,36.30964847157594,21.673472572121828,19.746309965353333,27.407385282351424,29.028055212892575
2016-01-28,18.45052745537655,16.658098410226547,16.252978062611923,8.165692479693071,11.768550036494702,19.725552246272322,31.012424713919284,39.636369261719864,42.90247625241227,40.49693316782298,39.83580365417329,40.48106271641993,37.13725111814915,39.7512312743676,37.29572728464653,35.44425652105076,34.786699250678694,40.51934132348078,45.819364862528325,45.77098010657259,33.36130698998819,28.330175550632084,34.41402803240558,32.621388522112426
2016-01-29,28.59507942854131,24.637521198147525,22.590957072450156,18.795720818882636,15.57452706436032,19.959381504462325,27.136200592493275,37.221087777922186,42.17861539257982,42.4545720741597,43.37601921090452,40.935984982594455,38.61025377878151,38.0894007591984,35.08545167236628,32.641911473767365,33.559936638810576,37.001401232974956,39.51625324449811,37.81869926180414,36.384926957313965,29.75790168768863,35.02095404024665,38.15313485465201
