Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2018-01-06,29.803761544632586,29.311218018724748,28.822478275172788,28.388670450589263,28.499074997836367,28.36779375298743,28.270088755056115,29.614397191469482,31.00327245932275,31.1807752409289,32.08250616046521,31.38306598750748,31.623400028164415,31.575993784480282,31.527112800217893,32.23771938960447,33.41751616666381,33.7770636279235,32.05662523070772,30.359303098289477,29.101688828343494,28.96892840208082,28.198128741781307,27.681802756254516
2018-01-07,29.013473028379188,28.254684542626357,27.820060617973006,27.66515554419775,27.765689275866567,28.037573003836293,27.87156682166304,29.33745010496029,30.519637471795583,32.00486941870896,31.49147282090197,31.503111907027698,31.10086569298049,30.779454669269974,31.00819259977769,31.87397283276236,33.64542539193857,35.54635595637384,32.78061397632153,31.18713249377924,30.344536006000915,29.792073862437118,28.734313720557,28.08698821397092
2018-01-08,27.475068623395707,26.91741960206824,26.670279103140988,26.569533387510614,27.167141334566015,28.255954024451547,30.257717742241415,35.905622722466056,36.77225884098541,35.52072656246805,34.71456340422178,34.32417734560582,34.23013573764841,34.37614749830512,34.467136656739385,35.077457854258746,36.37501461165848,36.576833129615466,34.770347527347155,32.770015416678724,30.766579251601584,30.051108203086116,29.284522170025554,28.53429570252487
2018-01-09,27.099033736413254,26.216310022269013,26.19479092151016,25.942359117534505,26.352142540801857,27.730132488185014,29.408036246782714,32.6208316644238,33.31029832860929,32.918293681136,31.46665499487609,31.103751084191625,30.648924477167867,30.779544049102746,30.732985912114668,31.201758272441342,33.008419802315416,31.22363100169591,29.88119974365877,29.15603154570304,28.439418045887372,27.867957785236978,26.98123051085438,26.429164767444398
2018-01-10,27.814815457953017,27.379269774569636,27.28239606315105,27.28300165514052,27.71985126543596,28.88600767242184,30.65435929757184,33.205483729547204,35.680497505523775,36.6636993005311,34.14418656491188,35.17016688420312,34.62221844610888,34.613695307431314,34.88276948524101,35.25552525347586,39.17779804427549,38.04711044561906,35.27240601897605,32.152964110853716,31.17577756210904,30.34750038265605,29.58335233397043,28.831211503030744
2018-01-11,29.880562083514935,29.282332812113935,28.720138979277163,28.578321975540888,29.67230768016869,30.474672999477196,33.17435658395477,37.66365975103571,42.60328051152447,40.837411286319885,39.178201707757054,38.83970392285429,38.651170903579654,39.30443222461197,39.38533379978303,41.807582817682814,44.785510824263454,44.913215910448145,40.852337452185964,34.6857817559477,32.54268278364553,32.12914300107371,30.634825194177104,29.21049394981208
2018-01-12,29.642982307514437,28.693918310747318,28.515171047596034,28.99638634784307,29.828450592219607,30.742367589179075,33.46411207328682,41.745052018692796,44.117966499458284,43.41734425503052,40.355904022608215,40.928331810301515,39.45522133699428,39.59909146079374,41.10190168851041,42.57724579881957,44.4620333893806,45.49303988277226,41.409746265836674,36.28505134164647,33.65186414061748,32.54073034796554,30.98868706891541,30.22323358775529
2018-01-13,29.428296291910375,28.981576325426307,29.072771788442957,28.943200065256438,29.08080182731289,29.019370359036035,29.90661649511172,33.84302745370232,34.934239253474864,34.483000794692686,33.87898143111111,33.86920951992095,33.57522252799362,33.06408955551358,33.05500594204634,34.40426131560982,35.8789579391795,37.513103260435024,34.41297782981287,32.05902595523615,30.920130949114256,30.743426286060014,29.863025221063932,28.853290566484088
2018-01-14,28.76108444522562,28.43249602063917,28.200194818084213,27.96816922749173,27.969405019071594,27.934663356887967,28.22333512188474,28.721859026885312,29.947388881914456,30.51641001437459,30.797116287983844,31.057682431649294,30.774285129337233,30.492706578783974,30.589019968554304,31.41019529498147,32.76686924440737,33.17728025508352,31.606004897397366,30.58285982285228,29.585407909670362,29.155177482226243,28.745270470470548,27.77560769233933
2018-01-15,28.262984535545144,27.848267715061176,27.325992094245336,27.289132058226798,27.52363584270542,28.20404032152879,29.46757099119397,31.348307214797224,32.086785167241324,32.32088208706679,31.400977048204307,31.315519078463762,31.111278419379087,30.72156753481807,31.267997772063556,32.423410588325076,34.33386358851417,33.21908779876331,32.324375668107145,31.28306699868165,30.227310001511004,29.640417762008088,28.47944945301547,27.18038912065054
