Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2015-04-02,23.636681897704936,23.23996352582061,23.015181914917264,23.03145888833788,23.473147087101573,24.27557550204961,24.779916379092427,24.355554047391113,24.480646812694403,24.24454633865072,24.46912596638353,24.483284865034975,24.204874199741806,23.83641773356472,23.995006526930016,24.02870031214161,24.21393784602743,25.335972591296652,26.07051317665869,26.6196414820611,25.59789122681949,25.4589957495846,25.270979756029497,24.71272668188308
2015-04-03,23.881356981148446,23.670183995273174,23.625507680116623,23.62110528184022,23.96346717384911,24.514647052961973,24.29104486183793,24.498542957480957,26.04298898335727,25.397652684754476,25.489559503542388,25.00722265899651,24.602961240481772,24.37330138296527,24.168575763151527,24.09377859981631,24.247253289481563,25.37376386323173,26.764211279682215,26.726074307314843,25.814739434086814,25.635611055734767,25.584481883937904,25.062664943502572
2015-04-04,25.034691483432738,24.869426661226182,24.659366655516855,24.716036574583665,24.776477883464743,24.945776143294108,24.702511851556743,25.501765666319805,26.421440831054188,26.40755438714745,26.008946323801048,25.46529869487205,25.275547230425463,24.730847524890915,24.429308099331248,24.965849211506818,24.523534338533015,26.06090488221954,26.86201053000974,27.079447169603753,25.85790631381013,25.682651508318518,25.429829217812376,25.09864785889743
2015-04-05,25.1100012357643,24.926137768450868,24.732840799386782,24.77238938670715,24.649274053650768,24.836398714297147,24.45681711754054,25.404770857377933,26.099522230731402,25.805414153812876,26.070835024074988,25.511847012128477,25.1093763812369,24.704887967494077,24.427347747786705,24.41238591568681,24.59659056848876,25.9650802870051,26.506272346451397,26.505520273562283,25.802566239377132,25.648298871349887,25.564591263258517,25.30539815108293
2015-04-06,25.61079582258704,25.452136479875566,25.155100839661237,25.225273843694705,24.89628363206421,25.1614608262038,25.06080891477215,26.132700638532764,27.255438612632545,27.097960455286927,26.819502033749316,26.27685954022342,25.50552845136348,25.1473770564413,24.867519842405045,24.84185796571431,24.796930952307456,26.52201210000137,26.74363268978493,26.853521388204754,26.20516729336345,25.978464879919915,25.8364004279527,25.699835187526524
2015-04-07,25.2628120235461,24.99661066804426,24.649818629876084,24.4076721542666,24.2587883033864,24.863692125935795,25.29279242781474,26.646104509578123,26.973605522597445,26.444522800188228,26.58870749378082,25.67287358066403,25.01546901075474,24.629052103358994,24.33397450605772,24.24815262066558,23.942635363739836,23.696251988428124,22.812236498641333,24.514865965517828,25.043519836865308,24.9985821804956,25.037335552827287,24.500808460546693
2015-04-08,24.672889261189948,24.341173264576593,23.89115285491599,23.86172564014003,23.984442623329794,24.71124632968616,25.441481258585664,26.225340458735175,26.9246282023481,26.472939415257326,26.778245041097087,26.62049936134774,25.874589544810533,25.57585748448847,25.468720935426017,25.647708730797802,26.29467127410797,27.466687527041394,28.489050368382177,27.60833028185524,27.25680523952755,26.49793557062414,26.126023417401317,25.79231718822074
2015-04-09,25.190120698059783,25.045439100224502,24.8602270031448,24.815639855372385,24.796807231297908,25.51461806014082,26.401750207987835,28.095098334413557,29.18227711430268,28.03764835981172,27.84232744999817,27.20255134234626,26.686035684969635,26.341152590613934,26.06628443180522,25.996657984935663,25.89721008463749,26.65923438545862,27.358561945757042,27.19293292599782,26.65772058177365,26.341570412850082,25.873981890874834,25.426431085154487
2015-04-10,24.89259521128409,24.716802844110976,24.554200071859263,24.53146370546674,24.509423888863843,25.159868055925337,26.08676575774916,28.15716729413646,29.244682229545838,28.396871253750376,28.009801866958927,27.26112458860104,26.41061158219641,25.940144852660158,25.720273036581467,25.54526622609056,25.38600648821695,25.60483122873871,25.8024041165038,25.93954526964789,26.03892919613616,25.931403387183295,25.575968543155327,25.11880566079765
2015-04-11,24.60175208744286,24.45474558284288,24.159917680630894,23.991330024742904,23.956173769681048,24.02754968663335,23.984112462917274,24.717787020557367,25.332026879181512,25.85480892757557,25.621089098419816,25.066399125634476,24.296725582265776,23.605401225858245,22.83775323205808,22.481955521366714,22.270848474151325,20.323478863375406,19.7003569222514,22.190328057231063,23.712719514512376,23.584411417841046,23.069570622955872,22.622073511412033
